"return_id","order__order_id","product__product_id","customer__customer_id","return_unit_cost","return_unit_quantity","wdf__client_id","return_unit_paid_amount","date","return_date"
"R-PGPVH2DS","O-OFEEGG3F","P-TCTYH9UR","C-KU4V13KF","244.92","7","merchant__bigboxretailer","539.9","2021-04-14 02:32:17","2021-04-14 02:32:17"
"R-QNNYZY66","O-GXG5QG4I","P-8DSNSI5H","C-KU4V13KF","69.85","10","merchant__bigboxretailer","242.02","2021-04-14 08:15:49","2021-04-14 08:15:49"
"R-3E535J35","O-N5LJ2I4L","P-XHPBD4CK","C-N9Q10Q7X","109.25","3","merchant__electronics","122.08","2021-04-14 11:01:36","2021-04-14 11:01:36"
"R-FGD1IUQD","O-ADFATAE1","P-LKSUX91K","C-QDARTLO2","48.14","8","merchant__electronics","472.81","2021-04-14 11:03:59","2021-04-14 11:03:59"
"R-7WGEN19K","O-TN56ZS7G","P-SL2IDYPH","C-YEU4Y9T1","274.9","1","merchant__bigboxretailer","487.75","2021-04-14 15:48:06","2021-04-14 15:48:06"
"R-C3MEG43Q","O-OFEEGG3F","P-6SAL81ZT","C-KU4V13KF","269.62","2","merchant__bigboxretailer","232.41","2021-04-15 00:55:29","2021-04-15 00:55:29"
"R-DJWWL1GO","O-AAKWZM59","P-D87QBB31","C-6JEQRIAE","17.8","1","merchant__clothing","565.73","2021-04-15 04:31:54","2021-04-15 04:31:54"
"R-W8F43X2V","O-WC222C4K","P-Q6NVRELC","C-GSQGSI0U","362.54","2","merchant__electronics","274.02","2021-04-15 06:52:15","2021-04-15 06:52:15"
"R-U6J324DG","O-WC222C4K","P-V3EFS3D1","C-GSQGSI0U","39.57","2","merchant__electronics","46.43","2021-04-15 07:30:20","2021-04-15 07:30:20"
"R-R86RSJ7S","O-WC222C4K","P-C97GAQMK","C-GSQGSI0U","2.38","4","merchant__electronics","2.54","2021-04-15 10:58:03","2021-04-15 10:58:03"
"R-EZP3NC33","O-9MGQP0ID","P-LKSUX91K","C-1MZRZN96","387.27","3","merchant__electronics","656.7","2021-04-15 21:34:23","2021-04-15 21:34:23"
"R-0ECN63O8","O-VRRE9MJP","P-L8ZVNLKT","C-AFS9IC4M","132.71","2","merchant__electronics","153.98","2021-04-16 01:53:07","2021-04-16 01:53:07"
"R-IJQ7DFOD","O-RMD6CYFZ","P-O60PMILU","C-8W92WALB","6.06","3","merchant__electronics","69.82","2021-04-16 11:09:09","2021-04-16 11:09:09"
"R-82RFUL20","O-7DZ11WAN","P-L8KNLADO","C-ERSTQX0A","61.42","4","merchant__electronics","548.43","2021-04-16 18:37:25","2021-04-16 18:37:25"
"R-2HGAA3KJ","O-GXZ1ONYK","P-R89Y8XFT","C-8W92WALB","330.48","6","merchant__electronics","202.78","2021-04-17 09:14:08","2021-04-17 09:14:08"
"R-OPPWH05K","O-KMH2QK9F","P-5L5HJX0L","C-00FUVLDK","296.33","9","merchant__electronics","253.09","2021-04-17 16:54:53","2021-04-17 16:54:53"
"R-23LC4V60","O-VQB35SPD","P-TQ0AMJ98","C-8TP4QDLV","410.34","7","merchant__bigboxretailer","836.32","2021-04-17 18:14:45","2021-04-17 18:14:45"
"R-5D72NDK3","O-BJ8WNX11","P-BXK5WOE7","C-74LRCAJV","174.0","3","merchant__electronics","463.55","2021-04-17 18:53:58","2021-04-17 18:53:58"
"R-Q1PFV21L","O-SKCV0UE8","P-6SAL81ZT","C-017VBZ8M","837.08","1","merchant__bigboxretailer","661.56","2021-04-17 19:03:06","2021-04-17 19:03:06"
"R-M6TF4OUE","O-VQB35SPD","P-H03ZIEDP","C-8TP4QDLV","211.92","4","merchant__bigboxretailer","826.48","2021-04-17 19:25:42","2021-04-17 19:25:42"
"R-URYWUF53","O-SHXOCVB3","P-5L5HJX0L","C-JCAJTYOZ","63.17","1","merchant__electronics","75.75","2021-04-17 20:12:29","2021-04-17 20:12:29"
"R-M99MMAJR","O-ENP9VQM0","P-5L5HJX0L","C-IJD5L3SM","461.88","10","merchant__electronics","743.36","2021-04-18 09:27:16","2021-04-18 09:27:16"
"R-IUCJ97OH","O-ENP9VQM0","P-5VNM53I9","C-IJD5L3SM","53.08","3","merchant__electronics","359.04","2021-04-18 11:06:08","2021-04-18 11:06:08"
"R-9BOZSYTC","O-SHXOCVB3","P-W5O85VPN","C-JCAJTYOZ","28.98","2","merchant__electronics","402.91","2021-04-18 11:26:31","2021-04-18 11:26:31"
"R-EOEI1V3T","O-BJ8WNX11","P-AO7Z7DMV","C-74LRCAJV","268.49","5","merchant__electronics","460.22","2021-04-18 18:20:59","2021-04-18 18:20:59"
"R-F0USPLRC","O-VAIOZ5AE","P-VZU3JM2N","C-U35SDBOM","326.26","6","merchant__electronics","521.2","2021-04-18 20:18:36","2021-04-18 20:18:36"
"R-EK4DSFA4","O-RMD6CYFZ","P-BXK5WOE7","C-8W92WALB","458.66","9","merchant__electronics","578.0","2021-04-18 20:36:54","2021-04-18 20:36:54"
"R-28X65UKC","O-TSMDEY5S","P-QEY03FHY","C-1MZRZN96","115.65","7","merchant__electronics","424.5","2021-04-18 21:11:19","2021-04-18 21:11:19"
"R-YGVDILJX","O-VRRE9MJP","P-5VNM53I9","C-AFS9IC4M","301.83","3","merchant__electronics","412.46","2021-04-19 02:32:26","2021-04-19 02:32:26"
"R-KJVI3THL","O-SMQX79DZ","P-520166CI","C-T7JALA86","34.23","1","merchant__electronics","28.22","2021-04-19 16:13:38","2021-04-19 16:13:38"
"R-PUHX2WWV","O-SMQX79DZ","P-5L5HJX0L","C-T7JALA86","810.89","4","merchant__electronics","500.19","2021-04-19 18:47:17","2021-04-19 18:47:17"
"R-X4S1IERI","O-KMH2QK9F","P-8EHVZTL2","C-00FUVLDK","132.37","7","merchant__electronics","178.7","2021-04-19 20:38:46","2021-04-19 20:38:46"
"R-EXETCEF8","O-329D2JK6","P-S75GJ3KL","C-QLJ5Z3X1","594.69","3","merchant__electronics","811.47","2021-04-20 04:32:34","2021-04-20 04:32:34"
"R-9Y6NAU32","O-T7MBT71J","P-XW1TF7F5","C-T6IGVKSL","241.9","5","merchant__clothing","405.39","2021-04-20 06:52:29","2021-04-20 06:52:29"
"R-QMFKVN0A","O-SY1W0BXD","P-QEY03FHY","C-JRL81O41","676.64","4","merchant__electronics","662.56","2021-04-20 12:55:29","2021-04-20 12:55:29"
"R-AZIUCT3L","O-SMQX79DZ","P-5VNM53I9","C-T7JALA86","253.41","4","merchant__electronics","334.72","2021-04-20 13:04:39","2021-04-20 13:04:39"
"R-SCCPTAXM","O-O299INN9","P-9PU37GK9","C-W3CMGYFK","177.16","4","merchant__bigboxretailer","355.33","2021-04-20 20:38:30","2021-04-20 20:38:30"
"R-EDDIEYNR","O-TSMDEY5S","P-D87QBB31","C-1MZRZN96","279.69","7","merchant__electronics","226.49","2021-04-21 07:44:47","2021-04-21 07:44:47"
"R-J8VPJB3E","O-VAIOZ5AE","P-LKSUX91K","C-U35SDBOM","124.21","5","merchant__electronics","109.92","2021-04-21 09:56:09","2021-04-21 09:56:09"
"R-18U5LOUQ","O-IUGYS7LE","P-H03ZIEDP","C-FERHXK2U","75.19","10","merchant__bigboxretailer","99.0","2021-04-21 17:41:43","2021-04-21 17:41:43"
"R-I1UUT1TT","O-KMH2QK9F","P-XHPBD4CK","C-00FUVLDK","323.53","8","merchant__electronics","713.42","2021-04-21 18:51:57","2021-04-21 18:51:57"
"R-P23RGCK4","O-VAIOZ5AE","P-Q0OVMZV8","C-U35SDBOM","13.55","7","merchant__electronics","145.61","2021-04-21 21:31:52","2021-04-21 21:31:52"
"R-OAXRVYZQ","O-SMQX79DZ","P-8EHVZTL2","C-T7JALA86","60.12","2","merchant__electronics","580.28","2021-04-23 09:02:09","2021-04-23 09:02:09"
"R-O5CIIOCP","O-QIWOFRE0","P-Q0OVMZV8","C-AR62PVI8","344.21","8","merchant__electronics","347.97","2021-04-23 17:54:34","2021-04-23 17:54:34"
"R-1TNMBZDP","O-A5KZBNT2","P-TCTYH9UR","C-7EICFY2M","967.72","8","merchant__bigboxretailer","923.31","2021-04-24 10:33:47","2021-04-24 10:33:47"
"R-KOJYL2F8","O-VH2YWKHH","P-O60PMILU","C-Q4SPP0C3","4.83","9","merchant__bigboxretailer","65.57","2021-04-24 14:30:46","2021-04-24 14:30:46"
"R-5E3S0VFR","O-QIWOFRE0","P-R89Y8XFT","C-AR62PVI8","329.04","10","merchant__electronics","355.46","2021-04-24 15:35:43","2021-04-24 15:35:43"
"R-3ENNURCL","O-QIWOFRE0","P-8EHVZTL2","C-AR62PVI8","175.49","8","merchant__electronics","492.19","2021-04-24 16:00:41","2021-04-24 16:00:41"
"R-OCXOZEUN","O-KMH2QK9F","P-520166CI","C-00FUVLDK","236.82","4","merchant__electronics","279.98","2021-04-24 21:29:05","2021-04-24 21:29:05"
"R-9RK9FSBW","O-329D2JK6","P-5L5HJX0L","C-QLJ5Z3X1","304.05","9","merchant__electronics","703.7","2021-04-25 03:50:46","2021-04-25 03:50:46"
"R-R3CMCNF3","O-T7MBT71J","P-WU1LS030","C-T6IGVKSL","513.88","7","merchant__clothing","837.1","2021-04-25 05:45:36","2021-04-25 05:45:36"
"R-Q9F4BTBB","O-641KYKBV","P-0MA4X8DV","C-017VBZ8M","51.0","10","merchant__bigboxretailer","212.47","2021-04-25 08:15:55","2021-04-25 08:15:55"
"R-4Y7MHYQ4","O-94F2135Q","P-2C1WMOCX","C-V79S2053","106.08","5","merchant__bigboxretailer","225.82","2021-04-25 14:25:57","2021-04-25 14:25:57"
"R-2GOH5R5L","O-NOO2WU14","P-0MA4X8DV","C-T4G00ZRB","74.17","2","merchant__bigboxretailer","325.01","2021-04-25 14:55:28","2021-04-25 14:55:28"
"R-C3AVJNJO","O-A5KZBNT2","P-JM835AZW","C-7EICFY2M","45.64","10","merchant__bigboxretailer","278.96","2021-04-25 16:54:28","2021-04-25 16:54:28"
"R-QRMLGEHX","O-O5FPE64U","P-D87QBB31","C-JRL81O41","10.77","7","merchant__electronics","645.72","2021-04-25 18:41:19","2021-04-25 18:41:19"
"R-BGEP41DD","O-329D2JK6","P-L8ZVNLKT","C-QLJ5Z3X1","90.9","4","merchant__electronics","142.54","2021-04-26 05:34:48","2021-04-26 05:34:48"
"R-0MZFJ4TZ","O-641KYKBV","P-YH31J011","C-017VBZ8M","233.08","8","merchant__bigboxretailer","585.0","2021-04-26 07:57:53","2021-04-26 07:57:53"
"R-JZKSMDPG","O-VH2YWKHH","P-ARPJM3PB","C-Q4SPP0C3","791.54","9","merchant__bigboxretailer","763.88","2021-04-26 13:01:28","2021-04-26 13:01:28"
"R-I1VXGYAA","O-0GR0TMPZ","P-RRWSPQRD","C-N9Q10Q7X","558.34","7","merchant__electronics","627.39","2021-04-26 15:23:01","2021-04-26 15:23:01"
"R-R14IS9K2","O-0GR0TMPZ","P-Q0OVMZV8","C-N9Q10Q7X","25.27","10","merchant__electronics","246.77","2021-04-26 16:27:17","2021-04-26 16:27:17"
"R-WP3EK4XQ","O-06NFY1RS","P-SXP5THXD","C-A3CN8F6M","184.21","1","merchant__clothing","463.91","2021-04-27 00:15:54","2021-04-27 00:15:54"
"R-WMVHA5IM","O-B4OATDWX","P-41ETL2V1","C-J8JNI78C","431.94","4","merchant__bigboxretailer","707.91","2021-04-27 09:10:23","2021-04-27 09:10:23"
"R-Y5M075RQ","O-D6UTDCOW","P-LKSUX91K","C-00FUVLDK","190.76","8","merchant__electronics","519.93","2021-04-27 11:05:07","2021-04-27 11:05:07"
"R-7RCBO7M6","O-JCG5W9IE","P-5L5HJX0L","C-7EICFY2M","61.06","7","merchant__bigboxretailer","349.67","2021-04-27 13:43:36","2021-04-27 13:43:36"
"R-0W59E9VC","O-94F2135Q","P-6DP2Z32Y","C-V79S2053","334.72","10","merchant__bigboxretailer","552.92","2021-04-27 15:14:56","2021-04-27 15:14:56"
"R-6QWBMP6P","O-UGOIB8NB","P-4KFURA5O","C-ERSTQX0A","162.66","5","merchant__electronics","400.28","2021-04-27 19:10:17","2021-04-27 19:10:17"
"R-5I15VBII","O-ZU0H6VXO","P-XHPBD4CK","C-8V1SN8ET","47.64","5","merchant__bigboxretailer","150.47","2021-04-28 12:42:01","2021-04-28 12:42:01"
"R-CIRJ0S7G","O-D6UTDCOW","P-GA7CDM5T","C-00FUVLDK","86.12","3","merchant__electronics","65.48","2021-04-28 15:09:18","2021-04-28 15:09:18"
"R-AQAD2B54","O-QIWOFRE0","P-XHPBD4CK","C-AR62PVI8","59.37","9","merchant__electronics","327.69","2021-04-28 16:34:55","2021-04-28 16:34:55"
"R-492AVSUV","O-I59SO0QT","P-16MSGAL9","C-IJD5L3SM","353.24","3","merchant__electronics","450.91","2021-04-28 16:46:22","2021-04-28 16:46:22"
"R-BJDMEC9I","O-UM53LRN0","P-XNWKAXO8","C-PUG8C7VR","18.19","4","merchant__bigboxretailer","184.75","2021-04-28 17:03:45","2021-04-28 17:03:45"
"R-MYYPTQY5","O-MZD6RFUB","P-LKSUX91K","C-48696YII","18.92","4","merchant__electronics","680.5","2021-04-28 20:35:50","2021-04-28 20:35:50"
"R-PEDV79Q1","O-I59SO0QT","P-D87QBB31","C-IJD5L3SM","100.8","7","merchant__electronics","180.49","2021-04-29 18:02:47","2021-04-29 18:02:47"
"R-N8DJXX9A","O-UGOIB8NB","P-52WXTFMY","C-ERSTQX0A","3.64","7","merchant__electronics","8.42","2021-04-29 21:23:13","2021-04-29 21:23:13"
"R-803O3LER","O-2EX0RCXE","P-52WXTFMY","C-2Z248W6E","374.23","9","merchant__electronics","416.61","2021-04-30 09:35:08","2021-04-30 09:35:08"
"R-DW8JN3LA","O-CJ7SH85A","P-YH31J011","C-45VJJLCF","131.11","1","merchant__bigboxretailer","342.91","2021-04-30 12:57:06","2021-04-30 12:57:06"
"R-UQUMXHKR","O-WZF0RQ5Z","P-W5O85VPN","C-AFS9IC4M","245.81","2","merchant__electronics","553.99","2021-04-30 19:11:59","2021-04-30 19:11:59"
"R-WPENQF55","O-DXZ22VRZ","P-GA7CDM5T","C-QLJ5Z3X1","699.74","5","merchant__electronics","617.89","2021-04-30 20:15:23","2021-04-30 20:15:23"
"R-76QIABGI","O-FV81Z709","P-52WXTFMY","C-0K5CLM76","278.41","4","merchant__electronics","236.95","2021-05-01 06:16:21","2021-05-01 06:16:21"
"R-8H5DYYU8","O-OAC35RFQ","P-D87QBB31","C-Y507QCJ9","185.01","8","merchant__electronics","118.78","2021-05-01 09:06:27","2021-05-01 09:06:27"
"R-EDDBZVTW","O-WZF0RQ5Z","P-RRWSPQRD","C-AFS9IC4M","77.28","2","merchant__electronics","142.64","2021-05-01 09:41:39","2021-05-01 09:41:39"
