"RETURN_ID","ORDER__ORDER_ID","PRODUCT__PRODUCT_ID","CUSTOMER__CUSTOMER_ID","RETURN_UNIT_COST","RETURN_UNIT_QUANTITY","WDF__CLIENT_ID","RETURN_UNIT_PAID_AMOUNT","DATE","RETURN_DATE"
"R-TBA8X995","O-2PC9EDSR","P-9V7XT21A","C-FXGML6OG","73.85","7","merchant__electronics","49.88","2021-03-11 09:23:52","2021-03-11 09:23:52"
"R-HHPW54GB","O-TDFJ6DMY","P-OT4Y3DYX","C-PLM10UG2","12.93","8","merchant__bigboxretailer","89.87","2021-03-11 12:36:34","2021-03-11 12:36:34"
"R-C9AVOI9Y","O-D2GLJF31","P-23GVT82B","C-FXGML6OG","333.39","9","merchant__electronics","311.38","2021-03-11 13:49:06","2021-03-11 13:49:06"
"R-88VNBO2G","O-PHQEB7LN","P-DCH08DKO","C-ZA9AB6ST","106.56","9","merchant__electronics","293.49","2021-03-11 14:23:41","2021-03-11 14:23:41"
"R-YLFBO5BZ","O-6LQKFWED","P-PNLMKR2G","C-F3HRMP2A","126.99","8","merchant__electronics","798.16","2021-03-11 17:48:22","2021-03-11 17:48:22"
"R-R1TUSXRV","O-X7H9VC6F","P-GLNFCVCU","C-PLM10UG2","19.39","1","merchant__bigboxretailer","428.48","2021-03-11 20:09:18","2021-03-11 20:09:18"
"R-WEWO6OA5","O-DT5RASFG","P-U5WWHWX4","C-ZA9AB6ST","21.04","5","merchant__electronics","580.59","2021-03-11 21:56:52","2021-03-11 21:56:52"
"R-J8ZH57I9","O-S1PDLXNE","P-9DQ2A7N7","C-1G066F3H","452.76","4","merchant__electronics","642.87","2021-03-12 11:04:54","2021-03-12 11:04:54"
"R-UG5LJAYM","O-S1PDLXNE","P-X3N8FQ2N","C-1G066F3H","108.68","8","merchant__electronics","650.04","2021-03-12 12:21:10","2021-03-12 12:21:10"
"R-GYCRSX2A","O-TDFJ6DMY","P-Z2UFRBW5","C-PLM10UG2","72.69","10","merchant__bigboxretailer","266.49","2021-03-12 13:04:57","2021-03-12 13:04:57"
"R-LXK0RT85","O-CYZL65O2","P-IYIEYAW8","C-9RHGRVHY","144.69","7","merchant__clothing","202.77","2021-03-12 13:46:41","2021-03-12 13:46:41"
"R-W4QRE7NH","O-NQDBGK41","P-6QA86CVO","C-BWZZYA57","446.63","10","merchant__electronics","356.3","2021-03-12 18:11:00","2021-03-12 18:11:00"
"R-4I36JVVG","O-57IK3WWG","P-8XJEMA1K","C-FXGML6OG","205.75","10","merchant__electronics","250.22","2021-03-12 19:02:03","2021-03-12 19:02:03"
"R-HCQ9EL7G","O-0OOVL9RA","P-DD5YVJG0","C-N8I53LYH","147.0","8","merchant__bigboxretailer","397.1","2021-03-12 20:44:35","2021-03-12 20:44:35"
"R-JD8RVLFV","O-0OOVL9RA","P-Q85UCWZ6","C-N8I53LYH","26.97","5","merchant__bigboxretailer","96.17","2021-03-12 20:46:27","2021-03-12 20:46:27"
"R-J6MVDX5I","O-W4XGEFB4","P-9DQ2A7N7","C-F3HRMP2A","7.42","3","merchant__electronics","10.09","2021-03-12 21:46:52","2021-03-12 21:46:52"
"R-GCNDMOE5","O-D23AXOZT","P-PNLMKR2G","C-F3HRMP2A","151.47","9","merchant__electronics","416.97","2021-03-13 06:31:17","2021-03-13 06:31:17"
"R-6PPITH03","O-FYNAJ4EU","P-6QA86CVO","C-FXGML6OG","621.79","2","merchant__electronics","985.29","2021-03-13 11:06:54","2021-03-13 11:06:54"
"R-HIYQ1LBN","O-V6XQL6Y0","P-PNLMKR2G","C-B9I5X0IT","20.88","8","merchant__electronics","238.46","2021-03-13 12:02:23","2021-03-13 12:02:23"
"R-141C9V41","O-FCFEHMTY","P-GLNFCVCU","C-WNKEW9DX","21.06","4","merchant__bigboxretailer","28.72","2021-03-13 12:14:17","2021-03-13 12:14:17"
"R-D1SQ2CP1","O-QJJW7AO4","P-IF2H5DKO","C-S9DTHGDZ","233.61","10","merchant__electronics","460.78","2021-03-13 14:05:37","2021-03-13 14:05:37"
"R-54TB5WK1","O-GOBSXI1S","P-9FEGI646","C-S9DTHGDZ","170.92","1","merchant__electronics","340.5","2021-03-13 15:55:11","2021-03-13 15:55:11"
"R-XU1YRCCX","O-V6XQL6Y0","P-B36DCD6O","C-B9I5X0IT","394.7","4","merchant__electronics","624.43","2021-03-13 17:04:26","2021-03-13 17:04:26"
"R-H7NTINIY","O-RCKPH8K9","P-B36DCD6O","C-F3HRMP2A","90.99","8","merchant__electronics","86.57","2021-03-13 17:21:15","2021-03-13 17:21:15"
"R-DDW6C5L0","O-E4P0L6U6","P-9I3INKMP","C-N8I53LYH","21.53","6","merchant__bigboxretailer","31.56","2021-03-13 18:47:15","2021-03-13 18:47:15"
"R-CEK62RVQ","O-KGN5020L","P-HQ9Q1CR1","C-S99FC3UR","793.4","3","merchant__bigboxretailer","930.03","2021-03-13 19:31:47","2021-03-13 19:31:47"
"R-K5IB6OYT","O-U04YJ9YH","P-RGBICD40","C-S99FC3UR","39.52","8","merchant__bigboxretailer","196.87","2021-03-13 19:31:50","2021-03-13 19:31:50"
"R-WA4ZGO5R","O-N68H0PAT","P-6QA86CVO","C-S9DTHGDZ","208.48","9","merchant__electronics","475.99","2021-03-13 19:45:12","2021-03-13 19:45:12"
"R-WWLWM9I7","O-QJJW7AO4","P-XBRXFEOI","C-S9DTHGDZ","723.68","5","merchant__electronics","776.16","2021-03-13 21:16:03","2021-03-13 21:16:03"
"R-9BVPE1IV","O-SIQ8Z9O0","P-PNLMKR2G","C-F3HRMP2A","178.49","5","merchant__electronics","432.4","2021-03-13 21:32:17","2021-03-13 21:32:17"
"R-YE8YQ8VE","O-YPVAIGD2","P-OISJONWM","C-T2QS942E","60.36","10","merchant__clothing","75.82","2021-03-14 05:37:54","2021-03-14 05:37:54"
"R-EOTFAFW9","O-VBKJXBW9","P-UE6DEP3A","C-9RHGRVHY","20.14","10","merchant__clothing","68.95","2021-03-14 13:18:18","2021-03-14 13:18:18"
"R-SYQ256BU","O-JX6EA1ZV","P-J2IZGACQ","C-C12VYI8E","179.89","1","merchant__electronics","332.07","2021-03-14 14:23:35","2021-03-14 14:23:35"
"R-Y336FVVT","O-O3YPU992","P-PJ4K82WD","C-DKXETPCG","69.54","10","merchant__electronics","274.6","2021-03-14 16:04:11","2021-03-14 16:04:11"
"R-8W2NDEHP","O-FCFEHMTY","P-RB927QRK","C-WNKEW9DX","434.25","3","merchant__bigboxretailer","349.78","2021-03-14 17:43:46","2021-03-14 17:43:46"
"R-PEW1A8V7","O-DT5RASFG","P-RGBICD40","C-ZA9AB6ST","42.38","6","merchant__electronics","199.31","2021-03-14 17:54:06","2021-03-14 17:54:06"
"R-NT58OZFJ","O-YTI6XGI7","P-9V7XT21A","C-FXGML6OG","91.06","1","merchant__electronics","158.33","2021-03-14 18:21:08","2021-03-14 18:21:08"
"R-U8OFB8D2","O-57IK3WWG","P-23GVT82B","C-FXGML6OG","753.13","8","merchant__electronics","845.49","2021-03-14 19:46:59","2021-03-14 19:46:59"
"R-3I0IJ2CI","O-YPVAIGD2","P-13HQOZMW","C-T2QS942E","441.34","3","merchant__clothing","606.21","2021-03-15 04:46:40","2021-03-15 04:46:40"
"R-Y2YJF0E9","O-YPVAIGD2","P-J2IZGACQ","C-T2QS942E","600.45","4","merchant__clothing","563.57","2021-03-15 06:26:47","2021-03-15 06:26:47"
"R-Y4RVE71E","O-59HQXAUP","P-8XJEMA1K","C-F3HRMP2A","111.57","8","merchant__electronics","126.23","2021-03-15 09:57:57","2021-03-15 09:57:57"
"R-8V57XILE","O-70G7XVVL","P-53R6CRCI","C-F3HRMP2A","67.17","2","merchant__electronics","426.61","2021-03-15 13:13:47","2021-03-15 13:13:47"
"R-S6KVGZNV","O-DT5RASFG","P-X3N8FQ2N","C-ZA9AB6ST","48.72","10","merchant__electronics","142.36","2021-03-15 13:25:14","2021-03-15 13:25:14"
"R-N4D8BVN2","O-YTYT0NDG","P-K4Y7N6KX","C-E0LDU3AV","24.83","10","merchant__clothing","32.63","2021-03-15 15:27:23","2021-03-15 15:27:23"
"R-8SWP09YS","O-FCFEHMTY","P-9I3INKMP","C-WNKEW9DX","275.98","1","merchant__bigboxretailer","597.17","2021-03-15 16:29:59","2021-03-15 16:29:59"
"R-8XUVOM51","O-X7H9VC6F","P-OT4Y3DYX","C-PLM10UG2","54.05","3","merchant__bigboxretailer","126.48","2021-03-15 19:46:59","2021-03-15 19:46:59"
"R-TPKRM0ZW","O-QJJW7AO4","P-PNLMKR2G","C-S9DTHGDZ","514.89","3","merchant__electronics","704.63","2021-03-15 21:02:50","2021-03-15 21:02:50"
"R-V1UDBCWH","O-D23AXOZT","P-RGBICD40","C-F3HRMP2A","363.98","7","merchant__electronics","377.28","2021-03-16 00:53:18","2021-03-16 00:53:18"
"R-SVAVFM28","O-KZM1G3U2","P-9FEGI646","C-B9I5X0IT","392.4","4","merchant__electronics","450.51","2021-03-16 02:39:20","2021-03-16 02:39:20"
"R-R02IA24O","O-VWMU0CRX","P-VYEDOWEC","C-S2S4YP64","81.04","5","merchant__electronics","318.91","2021-03-16 09:33:21","2021-03-16 09:33:21"
"R-0D9NMP65","O-4DSIZSQM","P-9DQ2A7N7","C-DKXETPCG","304.98","6","merchant__electronics","442.15","2021-03-16 09:36:22","2021-03-16 09:36:22"
"R-S620K24M","O-CR58RW5G","P-7ILA6SEB","C-AL1SP45K","120.94","3","merchant__electronics","409.0","2021-03-16 16:09:22","2021-03-16 16:09:22"
"R-NLTA7O28","O-6Y1Q2129","P-4LDVKV0A","C-BWZZYA57","4.85","2","merchant__electronics","830.33","2021-03-16 17:14:16","2021-03-16 17:14:16"
"R-XHDAEJ2R","O-R4MO4RTE","P-PJ4K82WD","C-S99FC3UR","578.43","2","merchant__bigboxretailer","489.58","2021-03-16 19:10:24","2021-03-16 19:10:24"
"R-E6M8EGT8","O-U04YJ9YH","P-NE44F5QQ","C-S99FC3UR","571.79","8","merchant__bigboxretailer","866.32","2021-03-16 19:31:33","2021-03-16 19:31:33"
"R-N76CCUKX","O-HKSLVOL7","P-XBRXFEOI","C-FXGML6OG","186.93","9","merchant__electronics","350.76","2021-03-16 19:40:23","2021-03-16 19:40:23"
"R-F7LQES8I","O-JWPVUT6V","P-7ILA6SEB","C-FXGML6OG","8.57","9","merchant__electronics","609.14","2021-03-16 19:52:58","2021-03-16 19:52:58"
"R-OTONJM0T","O-64Y7HBDO","P-4LDVKV0A","C-6YO18CTR","250.88","6","merchant__clothing","221.58","2021-03-17 02:43:00","2021-03-17 02:43:00"
"R-FRF6OVVR","O-ZZUN7DJX","P-4LDVKV0A","C-B9I5X0IT","124.84","4","merchant__electronics","254.78","2021-03-17 09:22:19","2021-03-17 09:22:19"
"R-W5HHW8LY","O-8Z888K49","P-UQR68BE5","C-LJMXZX3Z","85.53","9","merchant__clothing","221.66","2021-03-17 10:55:35","2021-03-17 10:55:35"
"R-QOH9HSG2","O-KWCKRG8K","P-23GVT82B","C-S2S4YP64","247.22","3","merchant__electronics","221.82","2021-03-17 11:53:11","2021-03-17 11:53:11"
"R-SKD4VYPL","O-YFWAG8I3","P-9FEGI646","C-S9DTHGDZ","379.18","3","merchant__electronics","331.34","2021-03-17 13:57:50","2021-03-17 13:57:50"
"R-8X8F3WJL","O-E4P0L6U6","P-XBRXFEOI","C-N8I53LYH","88.79","6","merchant__bigboxretailer","543.72","2021-03-17 15:13:39","2021-03-17 15:13:39"
"R-K1BA78E6","O-4DSIZSQM","P-PJ4K82WD","C-DKXETPCG","65.65","9","merchant__electronics","214.65","2021-03-17 16:59:03","2021-03-17 16:59:03"
"R-SC5MW9MZ","O-KGN5020L","P-OFQJ99CC","C-S99FC3UR","6.37","6","merchant__bigboxretailer","62.18","2021-03-17 20:23:17","2021-03-17 20:23:17"
"R-CXQXAFZ9","O-87FPBY91","P-I4RY3K3Z","C-04XDRR18","206.42","4","merchant__clothing","736.96","2021-03-17 20:33:47","2021-03-17 20:33:47"
"R-3DU96MHA","O-7T9TJ0UR","P-9DQ2A7N7","C-73KISX8T","607.76","2","merchant__electronics","440.84","2021-03-17 21:24:39","2021-03-17 21:24:39"
"R-TLYUFDO5","O-YPVAIGD2","P-4HV3C9B4","C-T2QS942E","182.84","10","merchant__clothing","339.78","2021-03-18 03:52:51","2021-03-18 03:52:51"
"R-RBW4A4A6","O-KZM1G3U2","P-6QA86CVO","C-B9I5X0IT","221.68","1","merchant__electronics","786.35","2021-03-18 05:01:51","2021-03-18 05:01:51"
"R-LE5TQ5EO","O-B5FG0YJ5","P-VYEDOWEC","C-LUZP2G8M","80.67","5","merchant__electronics","62.97","2021-03-18 09:03:30","2021-03-18 09:03:30"
"R-N2YW4JMX","O-70N7PZ0I","P-F93DYKCL","C-LJMXZX3Z","237.14","6","merchant__clothing","245.75","2021-03-18 10:30:46","2021-03-18 10:30:46"
"R-DFXCDK9C","O-O3YPU992","P-NYT9G854","C-DKXETPCG","33.94","7","merchant__electronics","31.38","2021-03-18 13:36:35","2021-03-18 13:36:35"
"R-ZYY6XFFP","O-575Y4PXN","P-U5WWHWX4","C-8RB9OYJY","13.19","4","merchant__electronics","48.65","2021-03-18 15:16:01","2021-03-18 15:16:01"
"R-AS7YU9I7","O-70N7PZ0I","P-W3NFEYSP","C-LJMXZX3Z","244.27","2","merchant__clothing","309.32","2021-03-18 18:23:31","2021-03-18 18:23:31"
"R-Q0258I59","O-CR58RW5G","P-X3N8FQ2N","C-AL1SP45K","603.52","4","merchant__electronics","587.81","2021-03-18 19:48:54","2021-03-18 19:48:54"
"R-8EJW2D5N","O-KZM1G3U2","P-9I3INKMP","C-B9I5X0IT","582.56","8","merchant__electronics","743.45","2021-03-19 04:17:58","2021-03-19 04:17:58"
"R-MKEOWCA9","O-NBP3LEWO","P-PNLMKR2G","C-FXGML6OG","2.75","10","merchant__electronics","519.57","2021-03-19 06:05:38","2021-03-19 06:05:38"
"R-UI608F38","O-UY17VM3Z","P-C7GIKNSO","C-S2S4YP64","12.38","4","merchant__electronics","110.52","2021-03-19 06:26:13","2021-03-19 06:26:13"
"R-6G0DPUMK","O-8D6NUWKS","P-PNLMKR2G","C-B9I5X0IT","186.02","6","merchant__electronics","190.03","2021-03-19 06:28:39","2021-03-19 06:28:39"
"R-S48SFKUA","O-59HQXAUP","P-9DQ2A7N7","C-F3HRMP2A","34.88","7","merchant__electronics","237.33","2021-03-19 09:45:00","2021-03-19 09:45:00"
"R-VREH9EZY","O-3U4111TJ","P-OT4Y3DYX","C-N8I53LYH","235.18","8","merchant__bigboxretailer","316.5","2021-03-19 10:49:45","2021-03-19 10:49:45"
"R-IB2I44M8","O-4XY1QA71","P-0UUKGIVX","C-V00QGDJ0","778.87","1","merchant__bigboxretailer","957.99","2021-03-19 10:52:28","2021-03-19 10:52:28"
"R-W0WCTSBA","O-3U4111TJ","P-4964E2B0","C-N8I53LYH","522.55","8","merchant__bigboxretailer","735.5","2021-03-19 11:56:23","2021-03-19 11:56:23"
"R-B2OY34O8","O-PJ71NVOP","P-K4Y7N6KX","C-E0LDU3AV","399.21","4","merchant__clothing","372.49","2021-03-19 13:06:11","2021-03-19 13:06:11"
"R-CKZO141B","O-6TZ2MR2M","P-NYT9G854","C-DKXETPCG","53.61","7","merchant__electronics","183.01","2021-03-19 15:12:45","2021-03-19 15:12:45"
"R-DSKLKUPO","O-3E16JOBT","P-Y52KH6U1","C-06K8E1DU","324.05","4","merchant__clothing","340.41","2021-03-19 18:02:31","2021-03-19 18:02:31"
"R-FI4DHL7E","O-70N7PZ0I","P-S7J7YHZ0","C-LJMXZX3Z","733.1","4","merchant__clothing","722.53","2021-03-19 18:05:52","2021-03-19 18:05:52"
"R-K1XWISHA","O-2N2CV438","P-M6RTPKMW","C-WNKEW9DX","694.43","9","merchant__bigboxretailer","664.92","2021-03-19 19:13:12","2021-03-19 19:13:12"
"R-SMFBWSHJ","O-6LQKFWED","P-I2TLETFX","C-F3HRMP2A","127.23","9","merchant__electronics","304.36","2021-03-19 19:13:55","2021-03-19 19:13:55"
"R-T6DF87PS","O-87FPBY91","P-XCNTUQTG","C-04XDRR18","357.65","8","merchant__clothing","395.94","2021-03-19 20:10:53","2021-03-19 20:10:53"
"R-WJ205S6J","O-87FPBY91","P-OT4Y3DYX","C-04XDRR18","35.98","9","merchant__clothing","33.3","2021-03-19 20:37:43","2021-03-19 20:37:43"
"R-HJMVA0CS","O-CR58RW5G","P-53R6CRCI","C-AL1SP45K","521.66","9","merchant__electronics","502.89","2021-03-19 21:02:29","2021-03-19 21:02:29"
"R-44WI6EI2","O-82TM2OLZ","P-B36DCD6O","C-1G066F3H","513.11","10","merchant__electronics","884.66","2021-03-19 21:48:32","2021-03-19 21:48:32"
"R-AW8AF48F","O-0IIZGOYC","P-0UUKGIVX","C-OC3WYHIZ","43.6","5","merchant__bigboxretailer","67.14","2021-03-20 07:09:40","2021-03-20 07:09:40"
"R-GLHUD9K9","O-DE2KL7WQ","P-9DQ2A7N7","C-BWZZYA57","238.2","10","merchant__electronics","168.13","2021-03-20 09:16:18","2021-03-20 09:16:18"
"R-REK6P42F","O-JWPVUT6V","P-L41YMDA9","C-FXGML6OG","507.34","3","merchant__electronics","429.83","2021-03-20 09:45:32","2021-03-20 09:45:32"
"R-TR6XM9W5","O-4TCU0LW1","P-7ILA6SEB","C-YP82RVD5","386.64","5","merchant__electronics","270.72","2021-03-20 11:06:12","2021-03-20 11:06:12"
"R-U2N9IHZF","O-JX6EA1ZV","P-9DQ2A7N7","C-C12VYI8E","11.99","5","merchant__electronics","394.99","2021-03-20 12:23:10","2021-03-20 12:23:10"
"R-IPUDWI89","O-HS2LJL9O","P-L41YMDA9","C-C12VYI8E","268.97","8","merchant__electronics","402.51","2021-03-20 13:00:45","2021-03-20 13:00:45"
"R-GK64AOC5","O-V6XQL6Y0","P-4HV3C9B4","C-B9I5X0IT","56.39","8","merchant__electronics","140.24","2021-03-20 15:27:40","2021-03-20 15:27:40"
