"monthly_inventory_id","product__product_id","inventory_month","monthly_quantity_eom","wdf__client_id","monthly_quantity_bom","date"
"M-0NDZY8H7","P-AQEF4DX3","2021-04-01","6585","merchant__clothing","6858","2021-04-01 00:00:00"
"M-G5X2KT9W","P-DVL1V8YD","2021-04-01","6081","merchant__clothing","6361","2021-04-01 00:00:00"
"M-LJ65LU4R","P-J4Z0FK17","2021-04-01","5399","merchant__clothing","5581","2021-04-01 00:00:00"
"M-AL54EBHH","P-H6513GGQ","2021-04-01","6330","merchant__clothing","6536","2021-04-01 00:00:00"
"M-Z3X7J3YJ","P-6OF6XD3M","2021-04-01","5949","merchant__clothing","6272","2021-04-01 00:00:00"
"M-EDNMJFIB","P-DM2PSGFU","2021-04-01","5834","merchant__clothing","6096","2021-04-01 00:00:00"
"M-PTVTTW78","P-P0X021UK","2021-04-01","6350","merchant__clothing","6568","2021-04-01 00:00:00"
"M-TKONM2XS","P-JMHL13TA","2021-04-01","5848","merchant__clothing","6071","2021-04-01 00:00:00"
"M-SP73477Q","P-GU9P0R6O","2021-04-01","6492","merchant__clothing","6687","2021-04-01 00:00:00"
"M-3Q5TROZ5","P-NUD67MF8","2021-04-01","6626","merchant__clothing","6870","2021-04-01 00:00:00"
"M-ESVI84HX","P-GREDDEZA","2021-04-01","6051","merchant__clothing","6302","2021-04-01 00:00:00"
"M-M6WCEPNM","P-W60OLPYE","2021-04-01","6251","merchant__clothing","6449","2021-04-01 00:00:00"
"M-P0HRPSI2","P-Q73TPLBG","2021-04-01","6175","merchant__clothing","6415","2021-04-01 00:00:00"
"M-44SXFY1H","P-XW1TF7F5","2021-04-01","5706","merchant__clothing","5899","2021-04-01 00:00:00"
"M-CIP9BSX6","P-0C7I4L4O","2021-04-01","6178","merchant__clothing","6337","2021-04-01 00:00:00"
"M-JG5NBO98","P-J8X3OQZ7","2021-04-01","6375","merchant__clothing","6538","2021-04-01 00:00:00"
"M-P5R8SUX1","P-ZJ9HTEI0","2021-04-01","6066","merchant__clothing","6294","2021-04-01 00:00:00"
"M-6LBEZIBO","P-ZSCT90XM","2021-04-01","6613","merchant__clothing","6842","2021-04-01 00:00:00"
"M-GEVYTI69","P-MJKIPQ1Q","2021-04-01","6131","merchant__clothing","6354","2021-04-01 00:00:00"
"M-EAAUQ8HB","P-SXP5THXD","2021-04-01","6082","merchant__clothing","6344","2021-04-01 00:00:00"
"M-0QYUXPFN","P-R7XBC2TU","2021-04-01","6278","merchant__clothing","6564","2021-04-01 00:00:00"
"M-HNT7ANV3","P-07F99WR5","2021-04-01","5924","merchant__clothing","6121","2021-04-01 00:00:00"
"M-NCPGDAC9","P-HCO2GUXU","2021-04-01","5919","merchant__clothing","6152","2021-04-01 00:00:00"
"M-CXDJB1XE","P-0IL7E1R5","2021-04-01","6432","merchant__clothing","6603","2021-04-01 00:00:00"
"M-O1ZKS89T","P-WU1LS030","2021-04-01","6511","merchant__clothing","6801","2021-04-01 00:00:00"
"M-GHCOVZLV","P-V3EFS3D1","2021-04-01","346","merchant__clothing","346","2021-04-01 00:00:00"
"M-R0WZ5S4M","P-5VNM53I9","2021-04-01","878","merchant__clothing","878","2021-04-01 00:00:00"
"M-6UETYCP6","P-W5O85VPN","2021-04-01","1","merchant__clothing","1","2021-04-01 00:00:00"
"M-I8ZC0NDS","P-XHPBD4CK","2021-04-01","849","merchant__clothing","849","2021-04-01 00:00:00"
"M-HDUSU85H","P-QEY03FHY","2021-04-01","688","merchant__clothing","688","2021-04-01 00:00:00"
"M-WXCUYBAV","P-Q0OVMZV8","2021-04-01","57","merchant__clothing","57","2021-04-01 00:00:00"
"M-KCBZ5PZ3","P-O60PMILU","2021-04-01","967","merchant__clothing","967","2021-04-01 00:00:00"
"M-IYYWUZBX","P-5L5HJX0L","2021-04-01","291","merchant__clothing","291","2021-04-01 00:00:00"
"M-JL7HKFB7","P-GA7CDM5T","2021-04-01","148","merchant__clothing","148","2021-04-01 00:00:00"
"M-MPIJG7SD","P-H03ZIEDP","2021-04-01","222","merchant__clothing","222","2021-04-01 00:00:00"
"M-WQ22U5XN","P-V0XM837H","2021-04-01","652","merchant__clothing","652","2021-04-01 00:00:00"
"M-A7E0STEU","P-6VM8XGZH","2021-04-01","83","merchant__clothing","83","2021-04-01 00:00:00"
"M-YJWHG0GM","P-9PU37GK9","2021-04-01","292","merchant__clothing","292","2021-04-01 00:00:00"
"M-81SVUR16","P-25LSQDEP","2021-04-01","159","merchant__clothing","159","2021-04-01 00:00:00"
"M-YLLUIO7O","P-GCH2U2QM","2021-04-01","556","merchant__clothing","556","2021-04-01 00:00:00"
"M-565UPP5D","P-104LJKWF","2021-04-01","237","merchant__clothing","237","2021-04-01 00:00:00"
"M-LJPOZLL0","P-2C1WMOCX","2021-04-01","294","merchant__clothing","294","2021-04-01 00:00:00"
"M-UJV2K1DH","P-6SAL81ZT","2021-04-01","319","merchant__clothing","319","2021-04-01 00:00:00"
"M-VI5EAOJP","P-TCTYH9UR","2021-04-01","122","merchant__clothing","122","2021-04-01 00:00:00"
"M-SB7CSX1I","P-G32NNW3P","2021-04-01","968","merchant__clothing","968","2021-04-01 00:00:00"
"M-E50CEB52","P-XNWKAXO8","2021-04-01","793","merchant__clothing","793","2021-04-01 00:00:00"
"M-H1MRMVYA","P-FJ30S05N","2021-04-01","592","merchant__clothing","592","2021-04-01 00:00:00"
"M-VT498DGC","P-Q3BI8FC3","2021-04-01","633","merchant__clothing","633","2021-04-01 00:00:00"
"M-Z00XQ8DT","P-YH31J011","2021-04-01","571","merchant__clothing","571","2021-04-01 00:00:00"
"M-BRT4TS4T","P-HCBDUL15","2021-04-01","754","merchant__clothing","754","2021-04-01 00:00:00"
"M-ICOIMCWB","P-AGV3PAZP","2021-04-01","394","merchant__clothing","394","2021-04-01 00:00:00"
"M-MUGNXDBM","P-8DSNSI5H","2021-04-01","137","merchant__clothing","137","2021-04-01 00:00:00"
"M-NCVT65I7","P-981XE39U","2021-04-01","224","merchant__clothing","224","2021-04-01 00:00:00"
"M-WDAZFOOE","P-ARPJM3PB","2021-04-01","20","merchant__clothing","20","2021-04-01 00:00:00"
"M-3RNL44LG","P-FP2FISPN","2021-04-01","408","merchant__clothing","408","2021-04-01 00:00:00"
"M-OYCBRNEF","P-6DP2Z32Y","2021-04-01","431","merchant__clothing","431","2021-04-01 00:00:00"
"M-M0XPNEPN","P-TQ0AMJ98","2021-04-01","144","merchant__clothing","144","2021-04-01 00:00:00"
"M-763B4FX9","P-W06BX0KL","2021-04-01","722","merchant__clothing","722","2021-04-01 00:00:00"
"M-5N5AYOSX","P-SL2IDYPH","2021-04-01","73","merchant__clothing","73","2021-04-01 00:00:00"
"M-O18S49YF","P-NP05Z8SA","2021-04-01","6356","merchant__clothing","6562","2021-04-01 00:00:00"
"M-I8IJZ8CU","P-9X6YQX03","2021-04-01","6559","merchant__clothing","6800","2021-04-01 00:00:00"
"M-HSZLCLXU","P-JM835AZW","2021-04-01","6763","merchant__clothing","6987","2021-04-01 00:00:00"
"M-15T0J34K","P-41ETL2V1","2021-04-01","6448","merchant__clothing","6639","2021-04-01 00:00:00"
"M-I4TY59K2","P-0MA4X8DV","2021-04-01","6559","merchant__clothing","6833","2021-04-01 00:00:00"
"M-QJBM9HU8","P-LKSUX91K","2021-04-01","486","merchant__bigboxretailer","486","2021-04-01 00:00:00"
"M-SMJ7GZMB","P-VZU3JM2N","2021-04-01","870","merchant__bigboxretailer","870","2021-04-01 00:00:00"
"M-L7XYW0DJ","P-L8KNLADO","2021-04-01","404","merchant__bigboxretailer","404","2021-04-01 00:00:00"
"M-PSUXPQ77","P-BXK5WOE7","2021-04-01","930","merchant__bigboxretailer","930","2021-04-01 00:00:00"
"M-SZANQ9ZT","P-16MSGAL9","2021-04-01","759","merchant__bigboxretailer","759","2021-04-01 00:00:00"
"M-HIAMQUK4","P-1Z7GAHU7","2021-04-01","952","merchant__bigboxretailer","952","2021-04-01 00:00:00"
"M-6EVSLRQ5","P-IHM5M8K9","2021-04-01","410","merchant__bigboxretailer","410","2021-04-01 00:00:00"
"M-QNV1VADD","P-Q6NVRELC","2021-04-01","645","merchant__bigboxretailer","645","2021-04-01 00:00:00"
"M-WPCGW28U","P-S75GJ3KL","2021-04-01","411","merchant__bigboxretailer","411","2021-04-01 00:00:00"
"M-96F3GZG6","P-AO7Z7DMV","2021-04-01","967","merchant__bigboxretailer","967","2021-04-01 00:00:00"
"M-3W815B37","P-C97GAQMK","2021-04-01","872","merchant__bigboxretailer","872","2021-04-01 00:00:00"
"M-THPP3XC6","P-RRWSPQRD","2021-04-01","918","merchant__bigboxretailer","918","2021-04-01 00:00:00"
"M-G59DCQTP","P-52WXTFMY","2021-04-01","813","merchant__bigboxretailer","813","2021-04-01 00:00:00"
"M-ZOFEKKJ6","P-D87QBB31","2021-04-01","437","merchant__bigboxretailer","437","2021-04-01 00:00:00"
"M-62KWIAUL","P-3X2VCC5G","2021-04-01","413","merchant__bigboxretailer","413","2021-04-01 00:00:00"
"M-D5XXNYTC","P-L8ZVNLKT","2021-04-01","465","merchant__bigboxretailer","465","2021-04-01 00:00:00"
"M-19INTQQ7","P-R89Y8XFT","2021-04-01","65","merchant__bigboxretailer","65","2021-04-01 00:00:00"
"M-LTL3TIXE","P-8EHVZTL2","2021-04-01","811","merchant__bigboxretailer","811","2021-04-01 00:00:00"
"M-84LZY9SV","P-520166CI","2021-04-01","902","merchant__bigboxretailer","902","2021-04-01 00:00:00"
"M-LO5O9IDJ","P-4KFURA5O","2021-04-01","905","merchant__bigboxretailer","905","2021-04-01 00:00:00"
"M-VH1FUHGK","P-FS2JKUS1","2021-04-01","390","merchant__bigboxretailer","390","2021-04-01 00:00:00"
"M-SEWS0E6T","P-V3XQCV5Y","2021-04-01","842","merchant__bigboxretailer","842","2021-04-01 00:00:00"
"M-UK5MGZIU","P-HU6VL7IX","2021-04-01","567","merchant__bigboxretailer","567","2021-04-01 00:00:00"
"M-1DXYN707","P-TSM68ODQ","2021-04-01","582","merchant__bigboxretailer","582","2021-04-01 00:00:00"
"M-EXFAI9QW","P-A540EYK0","2021-04-01","745","merchant__bigboxretailer","745","2021-04-01 00:00:00"
"M-7D1F8QT9","P-0JU0H6TL","2021-04-01","545","merchant__bigboxretailer","545","2021-04-01 00:00:00"
"M-B8QEBZ6M","P-AX5LSY84","2021-04-01","602","merchant__bigboxretailer","602","2021-04-01 00:00:00"
"M-QMJ5RUSD","P-AQEF4DX3","2021-04-01","6","merchant__bigboxretailer","6","2021-04-01 00:00:00"
"M-UWB70OWM","P-DVL1V8YD","2021-04-01","190","merchant__bigboxretailer","190","2021-04-01 00:00:00"
"M-7SKRN754","P-J4Z0FK17","2021-04-01","397","merchant__bigboxretailer","397","2021-04-01 00:00:00"
"M-56ZY7UC6","P-H6513GGQ","2021-04-01","338","merchant__bigboxretailer","338","2021-04-01 00:00:00"
"M-88KOELKP","P-6OF6XD3M","2021-04-01","193","merchant__bigboxretailer","193","2021-04-01 00:00:00"
"M-W4068W1T","P-DM2PSGFU","2021-04-01","313","merchant__bigboxretailer","313","2021-04-01 00:00:00"
"M-NO18UWAD","P-P0X021UK","2021-04-01","125","merchant__bigboxretailer","125","2021-04-01 00:00:00"
"M-M5PKWCLZ","P-JMHL13TA","2021-04-01","958","merchant__bigboxretailer","958","2021-04-01 00:00:00"
"M-SZJE8VN3","P-GU9P0R6O","2021-04-01","215","merchant__bigboxretailer","215","2021-04-01 00:00:00"
"M-0PILJDWV","P-NUD67MF8","2021-04-01","672","merchant__bigboxretailer","672","2021-04-01 00:00:00"
"M-U1S45O6W","P-GREDDEZA","2021-04-01","883","merchant__bigboxretailer","883","2021-04-01 00:00:00"
"M-OJYXAHLO","P-W60OLPYE","2021-04-01","771","merchant__bigboxretailer","771","2021-04-01 00:00:00"
"M-Y9N4AK31","P-Q73TPLBG","2021-04-01","182","merchant__bigboxretailer","182","2021-04-01 00:00:00"
"M-5XBXV1FR","P-XW1TF7F5","2021-04-01","435","merchant__bigboxretailer","435","2021-04-01 00:00:00"
"M-22C18FKE","P-0C7I4L4O","2021-04-01","540","merchant__bigboxretailer","540","2021-04-01 00:00:00"
"M-7CQ1SD3G","P-J8X3OQZ7","2021-04-01","651","merchant__bigboxretailer","651","2021-04-01 00:00:00"
"M-ZMT18UID","P-ZJ9HTEI0","2021-04-01","639","merchant__bigboxretailer","639","2021-04-01 00:00:00"
"M-BKI6UP3G","P-ZSCT90XM","2021-04-01","952","merchant__bigboxretailer","952","2021-04-01 00:00:00"
"M-WWGYQ17P","P-MJKIPQ1Q","2021-04-01","796","merchant__bigboxretailer","796","2021-04-01 00:00:00"
"M-LYZRJKTB","P-SXP5THXD","2021-04-01","781","merchant__bigboxretailer","781","2021-04-01 00:00:00"
"M-WE7BXJRT","P-R7XBC2TU","2021-04-01","389","merchant__bigboxretailer","389","2021-04-01 00:00:00"
"M-SPXRWQ0Y","P-07F99WR5","2021-04-01","185","merchant__bigboxretailer","185","2021-04-01 00:00:00"
"M-7G352E9V","P-HCO2GUXU","2021-04-01","543","merchant__bigboxretailer","543","2021-04-01 00:00:00"
"M-BFTZB2RQ","P-0IL7E1R5","2021-04-01","407","merchant__bigboxretailer","407","2021-04-01 00:00:00"
"M-SJQ5K07A","P-WU1LS030","2021-04-01","925","merchant__bigboxretailer","925","2021-04-01 00:00:00"
"M-0UF3YECG","P-V3EFS3D1","2021-04-01","12593","merchant__bigboxretailer","13017","2021-04-01 00:00:00"
"M-TJIRUC5D","P-5VNM53I9","2021-04-01","11839","merchant__bigboxretailer","12109","2021-04-01 00:00:00"
"M-GHB96ZQY","P-W5O85VPN","2021-04-01","11705","merchant__bigboxretailer","12160","2021-04-01 00:00:00"
"M-5IKR2O5O","P-XHPBD4CK","2021-04-01","12633","merchant__bigboxretailer","13055","2021-04-01 00:00:00"
"M-BC1TFXNY","P-QEY03FHY","2021-04-01","13647","merchant__bigboxretailer","14097","2021-04-01 00:00:00"
"M-AGJ9GQYG","P-Q0OVMZV8","2021-04-01","12748","merchant__bigboxretailer","13173","2021-04-01 00:00:00"
"M-A8KGYXJY","P-O60PMILU","2021-04-01","12304","merchant__bigboxretailer","12780","2021-04-01 00:00:00"
"M-5J2XFRRO","P-5L5HJX0L","2021-04-01","12242","merchant__bigboxretailer","12728","2021-04-01 00:00:00"
"M-MDM9N74B","P-GA7CDM5T","2021-04-01","12790","merchant__bigboxretailer","13266","2021-04-01 00:00:00"
"M-AUOX98SU","P-H03ZIEDP","2021-04-01","11865","merchant__bigboxretailer","12398","2021-04-01 00:00:00"
"M-BAHX113E","P-V0XM837H","2021-04-01","12295","merchant__bigboxretailer","12679","2021-04-01 00:00:00"
"M-7197BDOV","P-6VM8XGZH","2021-04-01","11920","merchant__bigboxretailer","12460","2021-04-01 00:00:00"
"M-DUTI9GR2","P-9PU37GK9","2021-04-01","11910","merchant__bigboxretailer","12378","2021-04-01 00:00:00"
"M-G791F70E","P-25LSQDEP","2021-04-01","12498","merchant__bigboxretailer","12915","2021-04-01 00:00:00"
"M-FAHV2D0V","P-GCH2U2QM","2021-04-01","12328","merchant__bigboxretailer","12773","2021-04-01 00:00:00"
"M-HW5SOTCK","P-104LJKWF","2021-04-01","12400","merchant__bigboxretailer","12955","2021-04-01 00:00:00"
"M-SBNYGL3E","P-2C1WMOCX","2021-04-01","12799","merchant__bigboxretailer","13226","2021-04-01 00:00:00"
"M-AVNLVPG3","P-6SAL81ZT","2021-04-01","11796","merchant__bigboxretailer","12307","2021-04-01 00:00:00"
"M-NM64SDBW","P-TCTYH9UR","2021-04-01","12937","merchant__bigboxretailer","13395","2021-04-01 00:00:00"
"M-8QL69UUM","P-G32NNW3P","2021-04-01","13010","merchant__bigboxretailer","13457","2021-04-01 00:00:00"
"M-KS66X5G7","P-XNWKAXO8","2021-04-01","12131","merchant__bigboxretailer","12579","2021-04-01 00:00:00"
"M-VOWKIY85","P-FJ30S05N","2021-04-01","12351","merchant__bigboxretailer","12782","2021-04-01 00:00:00"
"M-QXZQO83H","P-Q3BI8FC3","2021-04-01","12905","merchant__bigboxretailer","13403","2021-04-01 00:00:00"
"M-2SEQZ2V7","P-YH31J011","2021-04-01","11784","merchant__bigboxretailer","12227","2021-04-01 00:00:00"
"M-0RMZY5Y5","P-HCBDUL15","2021-04-01","11990","merchant__bigboxretailer","12414","2021-04-01 00:00:00"
"M-4IUWY048","P-AGV3PAZP","2021-04-01","12031","merchant__bigboxretailer","12505","2021-04-01 00:00:00"
"M-LH2XYLC7","P-8DSNSI5H","2021-04-01","12503","merchant__bigboxretailer","12987","2021-04-01 00:00:00"
"M-XY6BNXJU","P-981XE39U","2021-04-01","12703","merchant__bigboxretailer","13134","2021-04-01 00:00:00"
"M-26E68L5Q","P-ARPJM3PB","2021-04-01","12442","merchant__bigboxretailer","12953","2021-04-01 00:00:00"
"M-PQR39UNM","P-FP2FISPN","2021-04-01","12845","merchant__bigboxretailer","13274","2021-04-01 00:00:00"
"M-4UBKF2R0","P-6DP2Z32Y","2021-04-01","12800","merchant__bigboxretailer","13257","2021-04-01 00:00:00"
"M-2LL9536W","P-TQ0AMJ98","2021-04-01","11930","merchant__bigboxretailer","12382","2021-04-01 00:00:00"
"M-6LBUF9AO","P-W06BX0KL","2021-04-01","12222","merchant__bigboxretailer","12731","2021-04-01 00:00:00"
"M-DGCFR8XM","P-SL2IDYPH","2021-04-01","13719","merchant__bigboxretailer","14141","2021-04-01 00:00:00"
"M-BXFWEUWD","P-NP05Z8SA","2021-04-01","12856","merchant__bigboxretailer","13356","2021-04-01 00:00:00"
"M-E7H65SWO","P-9X6YQX03","2021-04-01","11716","merchant__bigboxretailer","12127","2021-04-01 00:00:00"
"M-O626K2N7","P-JM835AZW","2021-04-01","13035","merchant__bigboxretailer","13446","2021-04-01 00:00:00"
"M-GSCJ6KXB","P-41ETL2V1","2021-04-01","12334","merchant__bigboxretailer","12821","2021-04-01 00:00:00"
"M-2K9YM6OA","P-0MA4X8DV","2021-04-01","12731","merchant__bigboxretailer","13103","2021-04-01 00:00:00"
"M-2S9KYKIR","P-LKSUX91K","2021-04-01","20065","merchant__electronics","20887","2021-04-01 00:00:00"
"M-CSASLNK5","P-VZU3JM2N","2021-04-01","20422","merchant__electronics","21393","2021-04-01 00:00:00"
"M-XICLLDFI","P-L8KNLADO","2021-04-01","19899","merchant__electronics","20759","2021-04-01 00:00:00"
"M-0KSC17MV","P-BXK5WOE7","2021-04-01","20896","merchant__electronics","21892","2021-04-01 00:00:00"
"M-C489LDUG","P-16MSGAL9","2021-04-01","20877","merchant__electronics","21772","2021-04-01 00:00:00"
"M-FLYXDJVA","P-1Z7GAHU7","2021-04-01","20307","merchant__electronics","21229","2021-04-01 00:00:00"
"M-ANLVI06L","P-IHM5M8K9","2021-04-01","21173","merchant__electronics","22170","2021-04-01 00:00:00"
"M-M1XVA9GH","P-Q6NVRELC","2021-04-01","20821","merchant__electronics","21512","2021-04-01 00:00:00"
"M-4ISQXMOT","P-S75GJ3KL","2021-04-01","20020","merchant__electronics","20824","2021-04-01 00:00:00"
"M-M74ZA8AO","P-AO7Z7DMV","2021-04-01","20839","merchant__electronics","21656","2021-04-01 00:00:00"
"M-4JYI3HB4","P-C97GAQMK","2021-04-01","21186","merchant__electronics","21960","2021-04-01 00:00:00"
"M-AQ6OL9W2","P-RRWSPQRD","2021-04-01","20331","merchant__electronics","21182","2021-04-01 00:00:00"
"M-GAJ3KIC4","P-52WXTFMY","2021-04-01","20759","merchant__electronics","21611","2021-04-01 00:00:00"
"M-VJEXEXJL","P-D87QBB31","2021-04-01","20106","merchant__electronics","20943","2021-04-01 00:00:00"
"M-0B9P34WX","P-3X2VCC5G","2021-04-01","20792","merchant__electronics","21609","2021-04-01 00:00:00"
"M-7RYMGQ1B","P-L8ZVNLKT","2021-04-01","20718","merchant__electronics","21598","2021-04-01 00:00:00"
"M-RNJOQQAU","P-R89Y8XFT","2021-04-01","20162","merchant__electronics","20962","2021-04-01 00:00:00"
"M-W8MA3R0S","P-8EHVZTL2","2021-04-01","20668","merchant__electronics","21600","2021-04-01 00:00:00"
"M-74O2TY7M","P-520166CI","2021-04-01","20136","merchant__electronics","21004","2021-04-01 00:00:00"
"M-L9PR25ZG","P-4KFURA5O","2021-04-01","19900","merchant__electronics","20754","2021-04-01 00:00:00"
"M-9UCUN10M","P-FS2JKUS1","2021-04-01","465","merchant__electronics","465","2021-04-01 00:00:00"
"M-MYO24ONT","P-V3XQCV5Y","2021-04-01","481","merchant__electronics","481","2021-04-01 00:00:00"
"M-411LHXKA","P-HU6VL7IX","2021-04-01","988","merchant__electronics","988","2021-04-01 00:00:00"
"M-GQ0IGDN8","P-TSM68ODQ","2021-04-01","865","merchant__electronics","865","2021-04-01 00:00:00"
"M-2A14Q0XL","P-A540EYK0","2021-04-01","736","merchant__electronics","736","2021-04-01 00:00:00"
"M-WONU9PEU","P-0JU0H6TL","2021-04-01","691","merchant__electronics","691","2021-04-01 00:00:00"
"M-H9D1NC8H","P-AX5LSY84","2021-04-01","958","merchant__electronics","958","2021-04-01 00:00:00"
"M-M9OH2X8L","P-AQEF4DX3","2021-04-01","439","merchant__electronics","439","2021-04-01 00:00:00"
"M-LEWINNFI","P-DVL1V8YD","2021-04-01","932","merchant__electronics","932","2021-04-01 00:00:00"
"M-DPSBYMKI","P-J4Z0FK17","2021-04-01","918","merchant__electronics","918","2021-04-01 00:00:00"
"M-APO9ZMQV","P-H6513GGQ","2021-04-01","77","merchant__electronics","77","2021-04-01 00:00:00"
"M-J04LL7IB","P-6OF6XD3M","2021-04-01","642","merchant__electronics","642","2021-04-01 00:00:00"
"M-WIPD4S60","P-DM2PSGFU","2021-04-01","914","merchant__electronics","914","2021-04-01 00:00:00"
"M-2C54N2UK","P-P0X021UK","2021-04-01","721","merchant__electronics","721","2021-04-01 00:00:00"
"M-HZJC5WP6","P-JMHL13TA","2021-04-01","72","merchant__electronics","72","2021-04-01 00:00:00"
"M-F0CYLX3X","P-GU9P0R6O","2021-04-01","562","merchant__electronics","562","2021-04-01 00:00:00"
"M-NQ0P1REG","P-NUD67MF8","2021-04-01","355","merchant__electronics","355","2021-04-01 00:00:00"
"M-JVHVV1RD","P-GREDDEZA","2021-04-01","726","merchant__electronics","726","2021-04-01 00:00:00"
"M-HYQ0OAYZ","P-W60OLPYE","2021-04-01","375","merchant__electronics","375","2021-04-01 00:00:00"
"M-LBLZXQHF","P-Q73TPLBG","2021-04-01","450","merchant__electronics","450","2021-04-01 00:00:00"
"M-OZD2TCVU","P-XW1TF7F5","2021-04-01","793","merchant__electronics","793","2021-04-01 00:00:00"
"M-J36L8AOG","P-0C7I4L4O","2021-04-01","280","merchant__electronics","280","2021-04-01 00:00:00"
"M-EKIR8LR0","P-J8X3OQZ7","2021-04-01","368","merchant__electronics","368","2021-04-01 00:00:00"
"M-Z8IKGDOE","P-ZJ9HTEI0","2021-04-01","566","merchant__electronics","566","2021-04-01 00:00:00"
"M-CJ1MUTTV","P-ZSCT90XM","2021-04-01","145","merchant__electronics","145","2021-04-01 00:00:00"
"M-S39XW866","P-MJKIPQ1Q","2021-04-01","255","merchant__electronics","255","2021-04-01 00:00:00"
"M-4ICUALTK","P-SXP5THXD","2021-04-01","919","merchant__electronics","919","2021-04-01 00:00:00"
"M-23Q0DWBX","P-R7XBC2TU","2021-04-01","143","merchant__electronics","143","2021-04-01 00:00:00"
"M-N2H87HWT","P-07F99WR5","2021-04-01","425","merchant__electronics","425","2021-04-01 00:00:00"
"M-5MWMGOVS","P-HCO2GUXU","2021-04-01","970","merchant__electronics","970","2021-04-01 00:00:00"
"M-AREU2UY8","P-0IL7E1R5","2021-04-01","832","merchant__electronics","832","2021-04-01 00:00:00"
"M-0444YNUB","P-WU1LS030","2021-04-01","853","merchant__electronics","853","2021-04-01 00:00:00"
"M-TIBZ2FVQ","P-V3EFS3D1","2021-04-01","21225","merchant__electronics","22119","2021-04-01 00:00:00"
"M-7MSDK2ZY","P-5VNM53I9","2021-04-01","19879","merchant__electronics","20775","2021-04-01 00:00:00"
"M-I3O5TTKN","P-W5O85VPN","2021-04-01","20586","merchant__electronics","21307","2021-04-01 00:00:00"
"M-504XL3GZ","P-XHPBD4CK","2021-04-01","20910","merchant__electronics","21666","2021-04-01 00:00:00"
"M-721KFBW3","P-QEY03FHY","2021-04-01","21017","merchant__electronics","21906","2021-04-01 00:00:00"
"M-Y7AJ0I04","P-Q0OVMZV8","2021-04-01","19973","merchant__electronics","20789","2021-04-01 00:00:00"
