"MONTHLY_INVENTORY_ID","PRODUCT__PRODUCT_ID","INVENTORY_MONTH","MONTHLY_QUANTITY_EOM","WDF__CLIENT_ID","MONTHLY_QUANTITY_BOM","DATE"
"M-2RJR8QE3","P-4ARKUBKJ","2020-12-01","5871","merchant__clothing","6122","2020-12-01 00:00:00"
"M-0UFN4ND9","P-HC6MXSUJ","2020-12-01","6358","merchant__clothing","6576","2020-12-01 00:00:00"
"M-ANI75XAV","P-PSRMOS9J","2020-12-01","5834","merchant__clothing","6017","2020-12-01 00:00:00"
"M-BT937MML","P-J7Z2EX8J","2020-12-01","232","merchant__clothing","232","2020-12-01 00:00:00"
"M-VAWRM91E","P-1EQN9HY7","2020-12-01","279","merchant__clothing","279","2020-12-01 00:00:00"
"M-H6VNOF5G","P-LDPRP77V","2020-12-01","81","merchant__clothing","81","2020-12-01 00:00:00"
"M-9L1B8AHS","P-YRENW3K6","2020-12-01","8","merchant__clothing","8","2020-12-01 00:00:00"
"M-DAU3DWAE","P-1BDW9KUY","2020-12-01","145","merchant__clothing","145","2020-12-01 00:00:00"
"M-OCT0H6FR","P-7VP9BGIN","2020-12-01","326","merchant__clothing","326","2020-12-01 00:00:00"
"M-6XJTL6XN","P-Q61CBJBH","2020-12-01","24","merchant__clothing","24","2020-12-01 00:00:00"
"M-8ZB2E1XA","P-FSO5WD5T","2020-12-01","571","merchant__clothing","571","2020-12-01 00:00:00"
"M-S30DGDU8","P-K0PCR4CC","2020-12-01","204","merchant__clothing","204","2020-12-01 00:00:00"
"M-PP9RTN6J","P-GK1K2NK8","2020-12-01","253","merchant__clothing","253","2020-12-01 00:00:00"
"M-X2W2WUVT","P-CA6LA28M","2020-12-01","31","merchant__clothing","31","2020-12-01 00:00:00"
"M-IDOMVRJX","P-FRJGV0EQ","2020-12-01","240","merchant__clothing","240","2020-12-01 00:00:00"
"M-EQZN5MYV","P-NLQEVLSE","2020-12-01","712","merchant__clothing","712","2020-12-01 00:00:00"
"M-YGV4PW7Z","P-8PDNMXU5","2020-12-01","673","merchant__clothing","673","2020-12-01 00:00:00"
"M-WZ7FSLZC","P-9IQDJPW2","2020-12-01","617","merchant__clothing","617","2020-12-01 00:00:00"
"M-W37D52HC","P-6Q263243","2020-12-01","732","merchant__clothing","732","2020-12-01 00:00:00"
"M-R7A821U5","P-YSRD3RFN","2020-12-01","454","merchant__clothing","454","2020-12-01 00:00:00"
"M-E0EVM57M","P-VN0TD1IK","2020-12-01","155","merchant__clothing","155","2020-12-01 00:00:00"
"M-RNC128EH","P-T3C56OVK","2020-12-01","164","merchant__clothing","164","2020-12-01 00:00:00"
"M-PHCDZ724","P-OEJYHGYE","2020-12-01","722","merchant__clothing","722","2020-12-01 00:00:00"
"M-N2XYK8LA","P-SOR5SMIS","2020-12-01","449","merchant__clothing","449","2020-12-01 00:00:00"
"M-P2QC8H4S","P-AD7PM1Y1","2020-12-01","646","merchant__clothing","646","2020-12-01 00:00:00"
"M-TTEP2V58","P-LG6HVU8X","2020-12-01","687","merchant__clothing","687","2020-12-01 00:00:00"
"M-0VQUXSHG","P-OS1QPR12","2020-12-01","573","merchant__clothing","573","2020-12-01 00:00:00"
"M-H51PBCTO","P-FNTXVRTO","2020-12-01","374","merchant__clothing","374","2020-12-01 00:00:00"
"M-120O985C","P-OM82D4RX","2020-12-01","188","merchant__clothing","188","2020-12-01 00:00:00"
"M-9V3PXP94","P-64YLUWJT","2020-12-01","610","merchant__clothing","610","2020-12-01 00:00:00"
"M-M6AN8L05","P-URIUFMSU","2020-12-01","436","merchant__clothing","436","2020-12-01 00:00:00"
"M-20YSVUW4","P-YDRPAZD1","2020-12-01","342","merchant__clothing","342","2020-12-01 00:00:00"
"M-XORH3E71","P-0DDRFK8E","2020-12-01","240","merchant__clothing","240","2020-12-01 00:00:00"
"M-4R65WPZC","P-KQHDH5TV","2020-12-01","793","merchant__clothing","793","2020-12-01 00:00:00"
"M-KBKYBV9K","P-4T8TMC57","2020-12-01","374","merchant__clothing","374","2020-12-01 00:00:00"
"M-HLFXU8R3","P-FNZ1A25H","2020-12-01","344","merchant__clothing","344","2020-12-01 00:00:00"
"M-A7MXVVXZ","P-ZQLDXO7M","2020-12-01","89","merchant__clothing","89","2020-12-01 00:00:00"
"M-4Y3AB0CO","P-Q1SE0JTB","2020-12-01","5649","merchant__clothing","5949","2020-12-01 00:00:00"
"M-TJ5MTE1O","P-SUZ35X7W","2020-12-01","6562","merchant__clothing","6838","2020-12-01 00:00:00"
"M-R36TRGBS","P-9LJ8LJXI","2020-12-01","6428","merchant__clothing","6761","2020-12-01 00:00:00"
"M-EKPKEOCL","P-R08BRST5","2020-12-01","6339","merchant__clothing","6583","2020-12-01 00:00:00"
"M-Z29W6JCI","P-G1IT20AC","2020-12-01","6051","merchant__clothing","6299","2020-12-01 00:00:00"
"M-0JXYXXSM","P-B1M0SSDH","2020-12-01","736","merchant__bigboxretailer","736","2020-12-01 00:00:00"
"M-QFYYU888","P-O8QG4R0Q","2020-12-01","924","merchant__bigboxretailer","924","2020-12-01 00:00:00"
"M-D6G4K9VT","P-K3MNXYJP","2020-12-01","190","merchant__bigboxretailer","190","2020-12-01 00:00:00"
"M-MTB9TTWR","P-YC1MRRBK","2020-12-01","769","merchant__bigboxretailer","769","2020-12-01 00:00:00"
"M-091KG30H","P-O18FAMWA","2020-12-01","476","merchant__bigboxretailer","476","2020-12-01 00:00:00"
"M-OR78UOOD","P-Q1X1RP1Z","2020-12-01","324","merchant__bigboxretailer","324","2020-12-01 00:00:00"
"M-VKQBPULD","P-74XREH0Z","2020-12-01","684","merchant__bigboxretailer","684","2020-12-01 00:00:00"
"M-3YHFGXAU","P-G6WRY6RD","2020-12-01","299","merchant__bigboxretailer","299","2020-12-01 00:00:00"
"M-5YXBZ4GZ","P-ZGQE0EX9","2020-12-01","978","merchant__bigboxretailer","978","2020-12-01 00:00:00"
"M-GSX3MAWI","P-4CTM9S8S","2020-12-01","541","merchant__bigboxretailer","541","2020-12-01 00:00:00"
"M-AJQE05BM","P-77A4OOFC","2020-12-01","180","merchant__bigboxretailer","180","2020-12-01 00:00:00"
"M-YL5ML3RI","P-MC92KDOP","2020-12-01","172","merchant__bigboxretailer","172","2020-12-01 00:00:00"
"M-XUZPTALP","P-SIC3YOWO","2020-12-01","603","merchant__bigboxretailer","603","2020-12-01 00:00:00"
"M-UOQ6LJUJ","P-FUVYRAZC","2020-12-01","909","merchant__bigboxretailer","909","2020-12-01 00:00:00"
"M-7FMXFTSL","P-0ZZYT3W4","2020-12-01","942","merchant__bigboxretailer","942","2020-12-01 00:00:00"
"M-39KDJ3NU","P-QUFTVSLH","2020-12-01","542","merchant__bigboxretailer","542","2020-12-01 00:00:00"
"M-TAFFPYR6","P-KISHUEPI","2020-12-01","187","merchant__bigboxretailer","187","2020-12-01 00:00:00"
"M-XTJ27N6U","P-TXJKCDC5","2020-12-01","309","merchant__bigboxretailer","309","2020-12-01 00:00:00"
"M-RDTHGLWX","P-47KA7KOD","2020-12-01","895","merchant__bigboxretailer","895","2020-12-01 00:00:00"
"M-EVI20FPB","P-WN2X1CF5","2020-12-01","738","merchant__bigboxretailer","738","2020-12-01 00:00:00"
"M-R7HMHAFW","P-EUHY1EFW","2020-12-01","740","merchant__bigboxretailer","740","2020-12-01 00:00:00"
"M-FKL9CEUC","P-F72LJL2C","2020-12-01","713","merchant__bigboxretailer","713","2020-12-01 00:00:00"
"M-MPDN8N41","P-8DHFY8A8","2020-12-01","546","merchant__bigboxretailer","546","2020-12-01 00:00:00"
"M-4TE7W013","P-RPCRM8LD","2020-12-01","172","merchant__bigboxretailer","172","2020-12-01 00:00:00"
"M-1ESMJNFP","P-GKOCRERP","2020-12-01","676","merchant__bigboxretailer","676","2020-12-01 00:00:00"
"M-HNN7L0V0","P-MUOEMX4R","2020-12-01","461","merchant__bigboxretailer","461","2020-12-01 00:00:00"
"M-79RCSFR8","P-5H882OOD","2020-12-01","286","merchant__bigboxretailer","286","2020-12-01 00:00:00"
"M-J9JE9Q6M","P-GSFQSSIZ","2020-12-01","828","merchant__bigboxretailer","828","2020-12-01 00:00:00"
"M-T0WN7XOE","P-J35F6GFF","2020-12-01","889","merchant__bigboxretailer","889","2020-12-01 00:00:00"
"M-5FYJ6UC1","P-CT5IQJWP","2020-12-01","301","merchant__bigboxretailer","301","2020-12-01 00:00:00"
"M-JK3CI9JX","P-QRAMU6SV","2020-12-01","996","merchant__bigboxretailer","996","2020-12-01 00:00:00"
"M-QJG9ZQ23","P-DZ4UHIKM","2020-12-01","487","merchant__bigboxretailer","487","2020-12-01 00:00:00"
"M-EUBEZMXY","P-GXVAKC36","2020-12-01","679","merchant__bigboxretailer","679","2020-12-01 00:00:00"
"M-EX996IZ7","P-K52WD4BA","2020-12-01","191","merchant__bigboxretailer","191","2020-12-01 00:00:00"
"M-6K8JWCE7","P-WDXJRJLC","2020-12-01","857","merchant__bigboxretailer","857","2020-12-01 00:00:00"
"M-RR1AIRYR","P-6PWP9VP1","2020-12-01","162","merchant__bigboxretailer","162","2020-12-01 00:00:00"
"M-260GIFI4","P-2NLD77B8","2020-12-01","27","merchant__bigboxretailer","27","2020-12-01 00:00:00"
"M-G3RTPC1Y","P-UML98LBP","2020-12-01","916","merchant__bigboxretailer","916","2020-12-01 00:00:00"
"M-BYIY4Q37","P-KPAYZLD4","2020-12-01","887","merchant__bigboxretailer","887","2020-12-01 00:00:00"
"M-PPUBNIKR","P-BB7EU34R","2020-12-01","502","merchant__bigboxretailer","502","2020-12-01 00:00:00"
"M-TTT4F90J","P-CRBIVFTK","2020-12-01","860","merchant__bigboxretailer","860","2020-12-01 00:00:00"
"M-D6VSFAHB","P-5NNSHX4V","2020-12-01","512","merchant__bigboxretailer","512","2020-12-01 00:00:00"
"M-JTHVTFQJ","P-03CK6HUD","2020-12-01","404","merchant__bigboxretailer","404","2020-12-01 00:00:00"
"M-CI3EEDY9","P-ZS0EW3TF","2020-12-01","876","merchant__bigboxretailer","876","2020-12-01 00:00:00"
"M-OAWCFSDQ","P-L70T91AX","2020-12-01","281","merchant__bigboxretailer","281","2020-12-01 00:00:00"
"M-CRM3MYLT","P-HT2MT4I0","2020-12-01","848","merchant__bigboxretailer","848","2020-12-01 00:00:00"
"M-HIHD59CN","P-C2R4BL17","2020-12-01","494","merchant__bigboxretailer","494","2020-12-01 00:00:00"
"M-FVR59V0A","P-EAQPL26T","2020-12-01","86","merchant__bigboxretailer","86","2020-12-01 00:00:00"
"M-TEYQ3MK3","P-VETX6GL5","2020-12-01","413","merchant__bigboxretailer","413","2020-12-01 00:00:00"
"M-Y8QQK6JT","P-4ARKUBKJ","2020-12-01","429","merchant__bigboxretailer","429","2020-12-01 00:00:00"
"M-MLGOXIQT","P-HC6MXSUJ","2020-12-01","741","merchant__bigboxretailer","741","2020-12-01 00:00:00"
"M-B64QNN1J","P-PSRMOS9J","2020-12-01","920","merchant__bigboxretailer","920","2020-12-01 00:00:00"
"M-HH012YXT","P-J7Z2EX8J","2020-12-01","11820","merchant__bigboxretailer","12311","2020-12-01 00:00:00"
"M-M2DYT51T","P-1EQN9HY7","2020-12-01","12581","merchant__bigboxretailer","13201","2020-12-01 00:00:00"
"M-NO0H04RT","P-LDPRP77V","2020-12-01","11508","merchant__bigboxretailer","11997","2020-12-01 00:00:00"
"M-F95O2IAY","P-YRENW3K6","2020-12-01","11958","merchant__bigboxretailer","12452","2020-12-01 00:00:00"
"M-BO72SFUV","P-1BDW9KUY","2020-12-01","11564","merchant__bigboxretailer","12191","2020-12-01 00:00:00"
"M-KV22SHK4","P-7VP9BGIN","2020-12-01","12079","merchant__bigboxretailer","12500","2020-12-01 00:00:00"
"M-2STNURWJ","P-Q61CBJBH","2020-12-01","11560","merchant__bigboxretailer","12072","2020-12-01 00:00:00"
"M-CLZ1MKH2","P-FSO5WD5T","2020-12-01","11900","merchant__bigboxretailer","12452","2020-12-01 00:00:00"
"M-IN6Y6NZ3","P-K0PCR4CC","2020-12-01","11529","merchant__bigboxretailer","11993","2020-12-01 00:00:00"
"M-5B0DWRXL","P-GK1K2NK8","2020-12-01","11680","merchant__bigboxretailer","12234","2020-12-01 00:00:00"
"M-GD91SXCA","P-CA6LA28M","2020-12-01","12623","merchant__bigboxretailer","13152","2020-12-01 00:00:00"
"M-YIZ7KO7X","P-FRJGV0EQ","2020-12-01","11651","merchant__bigboxretailer","12161","2020-12-01 00:00:00"
"M-LZWVJHFC","P-NLQEVLSE","2020-12-01","11940","merchant__bigboxretailer","12535","2020-12-01 00:00:00"
"M-RP2SKG45","P-8PDNMXU5","2020-12-01","11752","merchant__bigboxretailer","12228","2020-12-01 00:00:00"
"M-Z5FTAGYK","P-9IQDJPW2","2020-12-01","12206","merchant__bigboxretailer","12702","2020-12-01 00:00:00"
"M-TFMSK3DP","P-6Q263243","2020-12-01","11916","merchant__bigboxretailer","12464","2020-12-01 00:00:00"
"M-FLKKAVXA","P-YSRD3RFN","2020-12-01","11933","merchant__bigboxretailer","12468","2020-12-01 00:00:00"
"M-L4T25S0M","P-VN0TD1IK","2020-12-01","11676","merchant__bigboxretailer","12257","2020-12-01 00:00:00"
"M-J8KLNO5J","P-T3C56OVK","2020-12-01","11451","merchant__bigboxretailer","11885","2020-12-01 00:00:00"
"M-ES9Y8U2D","P-OEJYHGYE","2020-12-01","12314","merchant__bigboxretailer","12884","2020-12-01 00:00:00"
"M-VMHRBVSU","P-SOR5SMIS","2020-12-01","11635","merchant__bigboxretailer","12139","2020-12-01 00:00:00"
"M-EA1HI7V2","P-AD7PM1Y1","2020-12-01","11556","merchant__bigboxretailer","12100","2020-12-01 00:00:00"
"M-DAOV8MM2","P-LG6HVU8X","2020-12-01","11632","merchant__bigboxretailer","12190","2020-12-01 00:00:00"
"M-EN1MVI51","P-OS1QPR12","2020-12-01","11342","merchant__bigboxretailer","11818","2020-12-01 00:00:00"
"M-A4WTGIAW","P-FNTXVRTO","2020-12-01","11978","merchant__bigboxretailer","12469","2020-12-01 00:00:00"
"M-2NCFEZHV","P-OM82D4RX","2020-12-01","11882","merchant__bigboxretailer","12485","2020-12-01 00:00:00"
"M-11GEMHFC","P-64YLUWJT","2020-12-01","11533","merchant__bigboxretailer","12001","2020-12-01 00:00:00"
"M-7L4QT73C","P-URIUFMSU","2020-12-01","12857","merchant__bigboxretailer","13420","2020-12-01 00:00:00"
"M-5MVAHWL9","P-YDRPAZD1","2020-12-01","12546","merchant__bigboxretailer","13085","2020-12-01 00:00:00"
"M-RZQM5YVC","P-0DDRFK8E","2020-12-01","11675","merchant__bigboxretailer","12149","2020-12-01 00:00:00"
"M-1C4QH0Q8","P-KQHDH5TV","2020-12-01","11872","merchant__bigboxretailer","12350","2020-12-01 00:00:00"
"M-L5YGT6NQ","P-4T8TMC57","2020-12-01","12880","merchant__bigboxretailer","13400","2020-12-01 00:00:00"
"M-5OPZU6H7","P-FNZ1A25H","2020-12-01","12099","merchant__bigboxretailer","12593","2020-12-01 00:00:00"
"M-PPLFYDXD","P-ZQLDXO7M","2020-12-01","11557","merchant__bigboxretailer","12049","2020-12-01 00:00:00"
"M-RN7GMOMS","P-Q1SE0JTB","2020-12-01","11947","merchant__bigboxretailer","12509","2020-12-01 00:00:00"
"M-Q2PZMFGF","P-SUZ35X7W","2020-12-01","11798","merchant__bigboxretailer","12307","2020-12-01 00:00:00"
"M-VJIRU0PB","P-9LJ8LJXI","2020-12-01","11717","merchant__bigboxretailer","12158","2020-12-01 00:00:00"
"M-LAYFTHTH","P-R08BRST5","2020-12-01","12105","merchant__bigboxretailer","12645","2020-12-01 00:00:00"
"M-O1XGK80M","P-G1IT20AC","2020-12-01","11422","merchant__bigboxretailer","11878","2020-12-01 00:00:00"
"M-I4JFR2DD","P-B1M0SSDH","2020-12-01","20271","merchant__electronics","21131","2020-12-01 00:00:00"
"M-IEU8H99V","P-O8QG4R0Q","2020-12-01","19869","merchant__electronics","20630","2020-12-01 00:00:00"
"M-T65EL6U9","P-K3MNXYJP","2020-12-01","20212","merchant__electronics","21039","2020-12-01 00:00:00"
"M-NUR8AGHI","P-YC1MRRBK","2020-12-01","20899","merchant__electronics","21661","2020-12-01 00:00:00"
"M-Z50LXK5P","P-O18FAMWA","2020-12-01","20032","merchant__electronics","20871","2020-12-01 00:00:00"
"M-N9V6OM65","P-Q1X1RP1Z","2020-12-01","20659","merchant__electronics","21448","2020-12-01 00:00:00"
"M-36MGE901","P-74XREH0Z","2020-12-01","21249","merchant__electronics","22099","2020-12-01 00:00:00"
"M-VZQMZHRI","P-G6WRY6RD","2020-12-01","19953","merchant__electronics","20925","2020-12-01 00:00:00"
"M-JDJZR200","P-ZGQE0EX9","2020-12-01","20052","merchant__electronics","20779","2020-12-01 00:00:00"
"M-HX3COAVR","P-4CTM9S8S","2020-12-01","20660","merchant__electronics","21640","2020-12-01 00:00:00"
"M-UMEJH58U","P-77A4OOFC","2020-12-01","20819","merchant__electronics","21623","2020-12-01 00:00:00"
"M-5IQOT3AG","P-MC92KDOP","2020-12-01","20519","merchant__electronics","21396","2020-12-01 00:00:00"
"M-2LKDXW1T","P-SIC3YOWO","2020-12-01","20629","merchant__electronics","21446","2020-12-01 00:00:00"
"M-5MFTME3X","P-FUVYRAZC","2020-12-01","20168","merchant__electronics","20988","2020-12-01 00:00:00"
"M-M3CH114N","P-0ZZYT3W4","2020-12-01","21228","merchant__electronics","22198","2020-12-01 00:00:00"
"M-VEAJ1WQ8","P-QUFTVSLH","2020-12-01","20903","merchant__electronics","21715","2020-12-01 00:00:00"
"M-FOM1VGTR","P-KISHUEPI","2020-12-01","20502","merchant__electronics","21249","2020-12-01 00:00:00"
"M-1ONS02N7","P-TXJKCDC5","2020-12-01","19923","merchant__electronics","20703","2020-12-01 00:00:00"
"M-C5UX3WXI","P-47KA7KOD","2020-12-01","20496","merchant__electronics","21326","2020-12-01 00:00:00"
"M-G682QPPN","P-WN2X1CF5","2020-12-01","20169","merchant__electronics","20938","2020-12-01 00:00:00"
"M-J8GK8Q7K","P-EUHY1EFW","2020-12-01","666","merchant__electronics","666","2020-12-01 00:00:00"
"M-SGTJ5483","P-F72LJL2C","2020-12-01","126","merchant__electronics","126","2020-12-01 00:00:00"
"M-1Y1UGXS4","P-8DHFY8A8","2020-12-01","708","merchant__electronics","708","2020-12-01 00:00:00"
"M-ACAF4AJ4","P-RPCRM8LD","2020-12-01","728","merchant__electronics","728","2020-12-01 00:00:00"
"M-UXV8Z3JB","P-GKOCRERP","2020-12-01","258","merchant__electronics","258","2020-12-01 00:00:00"
"M-U0SJKBJV","P-MUOEMX4R","2020-12-01","43","merchant__electronics","43","2020-12-01 00:00:00"
"M-WLM1Z94R","P-5H882OOD","2020-12-01","432","merchant__electronics","432","2020-12-01 00:00:00"
"M-AB6CA0FB","P-GSFQSSIZ","2020-12-01","77","merchant__electronics","77","2020-12-01 00:00:00"
"M-7HH3FSHZ","P-J35F6GFF","2020-12-01","718","merchant__electronics","718","2020-12-01 00:00:00"
"M-EH99KHTX","P-CT5IQJWP","2020-12-01","484","merchant__electronics","484","2020-12-01 00:00:00"
"M-B6WDMCO5","P-QRAMU6SV","2020-12-01","274","merchant__electronics","274","2020-12-01 00:00:00"
"M-DYUQPHY3","P-DZ4UHIKM","2020-12-01","676","merchant__electronics","676","2020-12-01 00:00:00"
"M-5BNU7CN7","P-GXVAKC36","2020-12-01","420","merchant__electronics","420","2020-12-01 00:00:00"
"M-2KXH4L6K","P-K52WD4BA","2020-12-01","35","merchant__electronics","35","2020-12-01 00:00:00"
"M-F9QLIXEU","P-WDXJRJLC","2020-12-01","251","merchant__electronics","251","2020-12-01 00:00:00"
"M-E26HO5JA","P-6PWP9VP1","2020-12-01","25","merchant__electronics","25","2020-12-01 00:00:00"
"M-VJA86YIL","P-2NLD77B8","2020-12-01","240","merchant__electronics","240","2020-12-01 00:00:00"
"M-BCA50HYR","P-UML98LBP","2020-12-01","669","merchant__electronics","669","2020-12-01 00:00:00"
"M-SSN0LN6Z","P-KPAYZLD4","2020-12-01","376","merchant__electronics","376","2020-12-01 00:00:00"
"M-X2IY4NJ0","P-BB7EU34R","2020-12-01","401","merchant__electronics","401","2020-12-01 00:00:00"
"M-ONQRZOBH","P-CRBIVFTK","2020-12-01","403","merchant__electronics","403","2020-12-01 00:00:00"
"M-RZCZL2FF","P-5NNSHX4V","2020-12-01","470","merchant__electronics","470","2020-12-01 00:00:00"
"M-YVVLZ2Z8","P-03CK6HUD","2020-12-01","293","merchant__electronics","293","2020-12-01 00:00:00"
"M-L90VWIS3","P-ZS0EW3TF","2020-12-01","605","merchant__electronics","605","2020-12-01 00:00:00"
"M-35I358QR","P-L70T91AX","2020-12-01","607","merchant__electronics","607","2020-12-01 00:00:00"
"M-CJUNDSWU","P-HT2MT4I0","2020-12-01","822","merchant__electronics","822","2020-12-01 00:00:00"
"M-SP0T6X7Q","P-C2R4BL17","2020-12-01","712","merchant__electronics","712","2020-12-01 00:00:00"
"M-8I885LDI","P-EAQPL26T","2020-12-01","13","merchant__electronics","13","2020-12-01 00:00:00"
"M-5O7FMG1B","P-VETX6GL5","2020-12-01","36","merchant__electronics","36","2020-12-01 00:00:00"
"M-24CDO18C","P-4ARKUBKJ","2020-12-01","262","merchant__electronics","262","2020-12-01 00:00:00"
"M-RPUJAQK7","P-HC6MXSUJ","2020-12-01","37","merchant__electronics","37","2020-12-01 00:00:00"
"M-TNU06F2R","P-PSRMOS9J","2020-12-01","347","merchant__electronics","347","2020-12-01 00:00:00"
"M-DN4B4AEN","P-J7Z2EX8J","2020-12-01","20495","merchant__electronics","21373","2020-12-01 00:00:00"
"M-BIGKXMKU","P-1EQN9HY7","2020-12-01","20413","merchant__electronics","21352","2020-12-01 00:00:00"
"M-6HMD2PAU","P-LDPRP77V","2020-12-01","20192","merchant__electronics","21099","2020-12-01 00:00:00"
"M-GWQ9SYHF","P-YRENW3K6","2020-12-01","20170","merchant__electronics","20853","2020-12-01 00:00:00"
