"ORDER_ID","WDF__CLIENT_ID","ORDER_STATUS"
"O-G6QRWI9Y","merchant__bigboxretailer","Processed"
"O-VSRJ9NH7","merchant__electronics","Processed"
"O-VKU87KX6","merchant__clothing","Processed"
"O-5QBZXKPB","merchant__electronics","Canceled"
"O-CFOW5AYU","merchant__bigboxretailer","Processed"
"O-9E5R9XWG","merchant__bigboxretailer","Processed"
"O-8IU3XHE8","merchant__clothing","In Cart"
"O-NYCTYFZV","merchant__bigboxretailer","Processed"
"O-18QG6Z02","merchant__bigboxretailer","Processed"
"O-KFVKTJTQ","merchant__bigboxretailer","Processed"
"O-4Z94NKW3","merchant__electronics","Processed"
"O-HTW21PK9","merchant__electronics","Processed"
"O-KIES6LE4","merchant__bigboxretailer","Processed"
"O-NGCPT3OA","merchant__electronics","Processed"
"O-NO6KOCDT","merchant__bigboxretailer","Processed"
"O-VCWEZ8U3","merchant__bigboxretailer","Processed"
"O-HSL6JYEN","merchant__bigboxretailer","Processed"
"O-0WMNLK3B","merchant__electronics","Processed"
"O-5PP96QDD","merchant__bigboxretailer","Processed"
"O-ZUSMEBO8","merchant__electronics","Processed"
"O-V9VGEO4L","merchant__electronics","Processed"
"O-PU996IGS","merchant__bigboxretailer","Processed"
"O-1XWART9G","merchant__electronics","Processed"
"O-O4MVP0ZZ","merchant__bigboxretailer","Processed"
"O-7AQRZVBA","merchant__electronics","Processed"
"O-CZ596Z9B","merchant__electronics","Processed"
"O-UDVXPL2Z","merchant__bigboxretailer","Processed"
"O-RDDX6FR8","merchant__bigboxretailer","Canceled"
"O-LMKOKFTX","merchant__bigboxretailer","Processed"
"O-V58UXIX1","merchant__electronics","Processed"
"O-VQET8DE8","merchant__bigboxretailer","Processed"
"O-B1PBL89C","merchant__clothing","Processed"
"O-AJKS1T3Z","merchant__bigboxretailer","Processed"
"O-32RJ45GW","merchant__bigboxretailer","Processed"
"O-93YQUJJ8","merchant__electronics","In Cart"
"O-9ALK209R","merchant__bigboxretailer","Processed"
"O-3ESJQVIL","merchant__electronics","Processed"
"O-H24LP6SF","merchant__bigboxretailer","Processed"
"O-1GTCZJNO","merchant__clothing","Processed"
"O-2WRIN539","merchant__electronics","Processed"
"O-OLH90BXY","merchant__bigboxretailer","Processed"
"O-B06DIV0U","merchant__clothing","Processed"
"O-Q87ZKJ6B","merchant__bigboxretailer","Processed"
"O-VDWTNM6N","merchant__electronics","Processed"
"O-P5GO8P7Z","merchant__clothing","Processed"
"O-MJFQCSHY","merchant__clothing","Processed"
"O-8FGL816W","merchant__bigboxretailer","Processed"
"O-J116XB1Z","merchant__bigboxretailer","Processed"
"O-ZU1Z9LO8","merchant__bigboxretailer","Processed"
"O-25W33I54","merchant__bigboxretailer","Processed"
"O-1OBZ5SDO","merchant__electronics","Processed"
"O-7IK3PMWN","merchant__clothing","Processed"
"O-UCWIQBYO","merchant__bigboxretailer","Canceled"
"O-61GQDK57","merchant__bigboxretailer","Processed"
"O-BYYW8WD0","merchant__bigboxretailer","Processed"
"O-NXN9LMSF","merchant__electronics","Processed"
"O-YSF951PK","merchant__bigboxretailer","Processed"
"O-LF32Z7YM","merchant__electronics","Processed"
"O-1SVV2A7B","merchant__clothing","Processed"
"O-FSPL72GE","merchant__electronics","In Cart"
"O-JR9IE0XB","merchant__electronics","Processed"
"O-KCOZ0BVY","merchant__electronics","Processed"
"O-IWRPYQFU","merchant__bigboxretailer","Canceled"
"O-2AKUKGXJ","merchant__electronics","Processed"
"O-INKXD9TL","merchant__bigboxretailer","Processed"
"O-B8EBEIS2","merchant__electronics","Processed"
"O-JGIEIU4Q","merchant__clothing","Processed"
"O-JMD9KXA6","merchant__electronics","Processed"
"O-VT7SZXJM","merchant__electronics","Processed"
"O-HHC08MTZ","merchant__electronics","Processed"
"O-Q222WBMX","merchant__clothing","Processed"
"O-0B3RZJGH","merchant__bigboxretailer","Processed"
"O-ZGMU95WU","merchant__bigboxretailer","Processed"
"O-X88DHJIT","merchant__electronics","Processed"
"O-ETLWZKJM","merchant__electronics","Processed"
"O-VQTUQ3F4","merchant__bigboxretailer","Processed"
"O-ZREWCXGV","merchant__bigboxretailer","Processed"
"O-B5UV5NM7","merchant__bigboxretailer","Processed"
"O-7T57280L","merchant__electronics","Canceled"
"O-B828DNMF","merchant__bigboxretailer","Processed"
"O-BC5NWSQI","merchant__electronics","Processed"
"O-RX3DK4L6","merchant__bigboxretailer","Processed"
"O-6R2JQ8JG","merchant__clothing","Processed"
"O-RU16NC7Y","merchant__clothing","Processed"
"O-8JA7XNGU","merchant__bigboxretailer","Processed"
"O-S9OLWQL2","merchant__bigboxretailer","Processed"
"O-DHNXGUXU","merchant__bigboxretailer","Processed"
"O-CRXTIF0R","merchant__bigboxretailer","In Cart"
"O-U9S5QBIV","merchant__clothing","Processed"
"O-WGXRJVI9","merchant__clothing","Processed"
"O-VPJEKARB","merchant__clothing","Processed"
"O-73WACMUD","merchant__clothing","Processed"
"O-K7X4X25J","merchant__bigboxretailer","In Cart"
"O-H1B1X1WK","merchant__clothing","Processed"
"O-0R8LUEO8","merchant__clothing","Processed"
"O-KQWASAXD","merchant__clothing","Processed"
"O-QTGPLTUC","merchant__electronics","Processed"
"O-J4OLH9PG","merchant__electronics","Processed"
"O-LD50DMF3","merchant__clothing","Processed"
"O-HCS65U1U","merchant__clothing","Processed"
"O-0DQ34OIE","merchant__clothing","Processed"
"O-ITXSRPJK","merchant__bigboxretailer","Canceled"
"O-S1VUALAU","merchant__bigboxretailer","Processed"
"O-WAM75D2Q","merchant__clothing","Canceled"
"O-XCE2CMKB","merchant__bigboxretailer","Canceled"
"O-9TRZZOR3","merchant__electronics","Processed"
"O-D9TDP6W3","merchant__bigboxretailer","Processed"
"O-QMZV4NL6","merchant__bigboxretailer","Processed"
"O-ADHKN3L3","merchant__electronics","Processed"
"O-OZQ8QPLC","merchant__electronics","Processed"
"O-F9322FTZ","merchant__clothing","Processed"
"O-RD30NLIE","merchant__clothing","In Cart"
"O-BOFGWV1Z","merchant__electronics","Processed"
"O-Q1GYQGW4","merchant__electronics","Canceled"
"O-OK29WS9O","merchant__clothing","Processed"
"O-OWYRTMKI","merchant__electronics","Canceled"
"O-5PQUJUOZ","merchant__clothing","Processed"
"O-KYSLTJF5","merchant__bigboxretailer","Processed"
"O-UU5J0EK1","merchant__bigboxretailer","Processed"
"O-T285IU3V","merchant__clothing","Canceled"
"O-CZR44C8R","merchant__electronics","Processed"
"O-T6DA068M","merchant__electronics","Canceled"
"O-50FEFIN0","merchant__electronics","Processed"
"O-JWX1AD4S","merchant__bigboxretailer","Canceled"
"O-0SGK9APT","merchant__bigboxretailer","Processed"
"O-GSU0E02J","merchant__electronics","Processed"
"O-5OYIXPXY","merchant__bigboxretailer","Processed"
"O-H264YW13","merchant__bigboxretailer","Processed"
"O-IRZ3HC4W","merchant__electronics","Processed"
"O-MMYXVX4W","merchant__electronics","Processed"
"O-JECZ767W","merchant__bigboxretailer","Processed"
"O-7D2Z3OSF","merchant__electronics","Processed"
"O-CM8OVPWT","merchant__bigboxretailer","Processed"
"O-EYHUO7XJ","merchant__bigboxretailer","Processed"
"O-5DGA4B6Z","merchant__electronics","Processed"
"O-0CK9HF21","merchant__bigboxretailer","Processed"
"O-248VGCL9","merchant__bigboxretailer","Processed"
"O-H5Q8R279","merchant__electronics","Processed"
"O-ECCEYJQ9","merchant__electronics","Processed"
"O-12NKYAOA","merchant__bigboxretailer","Processed"
"O-BRJIX7Z0","merchant__bigboxretailer","Processed"
"O-28XDG398","merchant__bigboxretailer","Processed"
"O-91F6TUOO","merchant__bigboxretailer","Processed"
"O-5YTJOHHP","merchant__electronics","Processed"
"O-BKS1T4OY","merchant__electronics","Processed"
"O-LMT6DM5B","merchant__bigboxretailer","Processed"
"O-0LOTQI87","merchant__bigboxretailer","Processed"
"O-JE46VRHA","merchant__bigboxretailer","In Cart"
"O-JNVDN2G8","merchant__clothing","Processed"
"O-Q7AX52UY","merchant__electronics","Processed"
"O-XJY8KP5U","merchant__electronics","Processed"
"O-JFGUWT1V","merchant__bigboxretailer","Processed"
"O-J6TCGYZ6","merchant__clothing","Processed"
"O-UR01S4UX","merchant__clothing","Processed"
"O-O7YXE913","merchant__electronics","Processed"
"O-B6V3O7W1","merchant__clothing","In Cart"
"O-LY423LBW","merchant__clothing","Processed"
"O-L30P9WSZ","merchant__bigboxretailer","Processed"
"O-QOUL1CS8","merchant__clothing","Processed"
"O-OPA3D5SU","merchant__bigboxretailer","Processed"
"O-L30R2K90","merchant__electronics","Processed"
"O-LUCL0P9O","merchant__clothing","Processed"
"O-MGP3S44P","merchant__clothing","Processed"
"O-ZS4HEL6U","merchant__clothing","Processed"
"O-QEBSXAN5","merchant__clothing","Processed"
"O-86IHMFPP","merchant__electronics","Processed"
"O-LV2QKTH4","merchant__bigboxretailer","Processed"
"O-1XGM0ZQM","merchant__bigboxretailer","Processed"
"O-3ERMQZH1","merchant__bigboxretailer","Processed"
"O-74FSDHNN","merchant__clothing","Processed"
"O-2TYDEO9I","merchant__clothing","Processed"
"O-PLVP81PN","merchant__electronics","Processed"
"O-JTHYKCMX","merchant__clothing","Processed"
"O-ERSR60TK","merchant__clothing","Processed"
"O-4IYIE90C","merchant__electronics","Processed"
"O-FHI35YU2","merchant__clothing","Canceled"
"O-R1SRRTMZ","merchant__bigboxretailer","Canceled"
"O-L8B2NU8X","merchant__clothing","Processed"
"O-BRTLP6P8","merchant__electronics","Canceled"
"O-3IW2B7I2","merchant__clothing","Processed"
"O-0V4BJDDX","merchant__electronics","Processed"
"O-T1UVSMCT","merchant__clothing","Canceled"
"O-4K8IMTOP","merchant__clothing","Canceled"
"O-VD92QX2M","merchant__clothing","Processed"
"O-NQAQN6VL","merchant__clothing","Processed"
"O-NU2SPAPA","merchant__clothing","Processed"
"O-IWO0GEKI","merchant__clothing","Processed"
"O-J2C5E70X","merchant__bigboxretailer","Processed"
"O-PZABZ8MU","merchant__clothing","Processed"
"O-8NKNVGLO","merchant__clothing","Processed"
"O-9MRNI6LC","merchant__electronics","Processed"
"O-RNER5FQW","merchant__electronics","Processed"
"O-XC68MY7Q","merchant__clothing","Processed"
"O-A3TQ8HLN","merchant__bigboxretailer","Processed"
"O-SBJUSIHV","merchant__electronics","In Cart"
"O-PRDHGQ6A","merchant__bigboxretailer","Processed"
"O-JRHGEZX6","merchant__bigboxretailer","Processed"
"O-6M0EOM7J","merchant__bigboxretailer","Processed"
"O-67Q0GHBD","merchant__bigboxretailer","Processed"
"O-5MHNK9JC","merchant__bigboxretailer","Processed"
"O-C3H7TLNQ","merchant__bigboxretailer","Canceled"
"O-E74J2VQR","merchant__bigboxretailer","Processed"
"O-OWAQB20M","merchant__electronics","Processed"
"O-J3NI4WTR","merchant__electronics","Processed"
"O-V8L2BVDB","merchant__bigboxretailer","Processed"
"O-9FE0L77K","merchant__clothing","Processed"
"O-SMYF2F92","merchant__bigboxretailer","Processed"
"O-YYI109WP","merchant__clothing","Processed"
"O-GFZDCECM","merchant__electronics","Processed"
"O-7A883RHP","merchant__bigboxretailer","Processed"
"O-4P9E6MUE","merchant__bigboxretailer","Canceled"
"O-J42C588C","merchant__clothing","Processed"
"O-606RKMF0","merchant__bigboxretailer","Processed"
"O-OYGKQMW8","merchant__electronics","Processed"
"O-FV038HIF","merchant__bigboxretailer","Processed"
"O-I5467ZMS","merchant__electronics","Processed"
"O-1BJALO3Q","merchant__bigboxretailer","Processed"
"O-YF266MEC","merchant__bigboxretailer","Processed"
"O-JDRHH70V","merchant__electronics","Canceled"
"O-HXB03UBR","merchant__electronics","Processed"
"O-50B6U43D","merchant__bigboxretailer","In Cart"
"O-LLLL3NIT","merchant__bigboxretailer","Processed"
"O-ABJKWV0Y","merchant__electronics","Processed"
"O-CCTKI78N","merchant__bigboxretailer","Canceled"
"O-4XLBOT8Y","merchant__electronics","Processed"
"O-H3X6TY0Y","merchant__bigboxretailer","Processed"
"O-QQHNBOOZ","merchant__electronics","Processed"
"O-9028DCE0","merchant__electronics","Processed"
"O-PLY5Z7UT","merchant__bigboxretailer","Processed"
"O-8JUXNIMM","merchant__electronics","Processed"
"O-45DMUDNL","merchant__bigboxretailer","Processed"
"O-5ENIW423","merchant__electronics","Processed"
"O-7FPSL8CA","merchant__bigboxretailer","In Cart"
"O-MQJOUJ9C","merchant__bigboxretailer","Processed"
"O-ZLJBFSQ2","merchant__bigboxretailer","Processed"
"O-76V19B9D","merchant__bigboxretailer","Processed"
"O-6NDP5LT5","merchant__bigboxretailer","Processed"
"O-7BA2XRRR","merchant__bigboxretailer","Processed"
"O-WGL3BWNA","merchant__clothing","Processed"
"O-RN0R8JS3","merchant__bigboxretailer","Processed"
"O-8NBISANT","merchant__clothing","Processed"
"O-IVLYVMR5","merchant__bigboxretailer","Processed"
"O-69M7TOWD","merchant__electronics","Processed"
"O-M80D0N02","merchant__bigboxretailer","Processed"
"O-ELCO7SBC","merchant__bigboxretailer","Processed"
"O-KPP81R3J","merchant__bigboxretailer","Processed"
"O-GTJEKVUJ","merchant__electronics","Processed"
"O-MWEA1ACH","merchant__electronics","Processed"
"O-5YA4M8N6","merchant__electronics","Processed"
"O-O1N4FB33","merchant__bigboxretailer","Processed"
"O-JXFW2535","merchant__bigboxretailer","Processed"
"O-KRY7S50P","merchant__bigboxretailer","Processed"
"O-LO0CEQ8G","merchant__electronics","Processed"
"O-6V1VG2O5","merchant__bigboxretailer","Canceled"
"O-KM0FQBD7","merchant__electronics","Processed"
"O-HOY2RTO1","merchant__bigboxretailer","Processed"
"O-JCPFE0FB","merchant__electronics","Processed"
"O-2JMRKVTH","merchant__clothing","Processed"
"O-SEKDELV7","merchant__clothing","In Cart"
"O-KS95XSHT","merchant__electronics","Processed"
"O-P8E824VX","merchant__bigboxretailer","Processed"
"O-SQCWA9WK","merchant__bigboxretailer","Processed"
"O-3V679UP8","merchant__bigboxretailer","Processed"
"O-IJBLWBX0","merchant__bigboxretailer","Processed"
"O-YNQQHN1X","merchant__electronics","Processed"
"O-NDR69RS1","merchant__electronics","In Cart"
"O-7U859MWM","merchant__bigboxretailer","Processed"
"O-WD8AFVE0","merchant__bigboxretailer","Processed"
"O-XP54QW2O","merchant__electronics","Canceled"
"O-93JSF2LX","merchant__bigboxretailer","Processed"
"O-TE4Q2OMX","merchant__bigboxretailer","Processed"
"O-HP4X1LF3","merchant__bigboxretailer","Processed"
"O-JAUC1KGH","merchant__bigboxretailer","Processed"
"O-QLZ6X9HN","merchant__bigboxretailer","Processed"
"O-JU2IGTH9","merchant__clothing","In Cart"
"O-PSWO9GNL","merchant__bigboxretailer","Processed"
"O-KJ4TWHO8","merchant__bigboxretailer","Processed"
"O-QVT4DJ85","merchant__clothing","Processed"
"O-SJQLEUXW","merchant__electronics","Processed"
"O-MCV4276A","merchant__electronics","Processed"
"O-HO57ZQJ4","merchant__bigboxretailer","Processed"
"O-R2C0K0E3","merchant__clothing","Processed"
"O-H7HDPKXE","merchant__bigboxretailer","Processed"
"O-O61K4Z5W","merchant__bigboxretailer","Processed"
"O-DNV1PDQP","merchant__electronics","Processed"
"O-39L49BOW","merchant__clothing","Processed"
"O-E0DHFWSE","merchant__bigboxretailer","Processed"
"O-7IC0O8RE","merchant__clothing","Processed"
"O-T0C3MEU1","merchant__electronics","Canceled"
"O-V3BGZZAA","merchant__clothing","Processed"
"O-8TLUPPA1","merchant__clothing","Processed"
"O-A3GTNB6U","merchant__bigboxretailer","Processed"
"O-IPQT3OTQ","merchant__electronics","Processed"
"O-KR33Y3TD","merchant__bigboxretailer","Processed"
"O-GWP8YHSG","merchant__electronics","Processed"
"O-CJJVMMN9","merchant__bigboxretailer","Processed"
"O-Q1UXZQ2F","merchant__bigboxretailer","Processed"
"O-ODMMHHVH","merchant__clothing","Processed"
"O-PCO59YW9","merchant__bigboxretailer","Processed"
"O-LZG1RQEK","merchant__clothing","Canceled"
"O-KI2GVXCD","merchant__electronics","Processed"
"O-73G0VKQK","merchant__bigboxretailer","Processed"
"O-A4VLF6B8","merchant__electronics","Processed"
"O-YQ9T54YS","merchant__electronics","Processed"
"O-OMUP5CPP","merchant__bigboxretailer","Canceled"
"O-ZEYCU0IP","merchant__electronics","Processed"
"O-6FBU02KC","merchant__electronics","Processed"
"O-QEO4VVB8","merchant__bigboxretailer","Processed"
"O-GPPBFZNQ","merchant__clothing","Processed"
"O-J8MQ4DJN","merchant__clothing","Processed"
"O-2F57WZ7S","merchant__electronics","Processed"
"O-A2TNT79B","merchant__clothing","Processed"
"O-PVO8J21D","merchant__electronics","Processed"
"O-RYXEA32X","merchant__clothing","Processed"
"O-1LL2IN9Q","merchant__bigboxretailer","Processed"
"O-IJIILM2I","merchant__bigboxretailer","Processed"
"O-QX18KRU7","merchant__electronics","Processed"
"O-8MP0ZO34","merchant__bigboxretailer","Processed"
"O-X5OQAIAZ","merchant__bigboxretailer","Processed"
"O-0EP4PTKL","merchant__electronics","Processed"
"O-A4E79DZU","merchant__bigboxretailer","Canceled"
"O-L3UCQH7Z","merchant__clothing","Processed"
"O-08AXIGEN","merchant__bigboxretailer","Processed"
"O-VFX5XSVW","merchant__electronics","Processed"
"O-WHXNFE2T","merchant__clothing","Processed"
"O-MICCRZRP","merchant__electronics","Processed"
"O-GZDADWU6","merchant__clothing","Processed"
"O-8MJSYMLW","merchant__clothing","Processed"
"O-QOPOHEB0","merchant__clothing","Processed"
"O-NSM8S22N","merchant__bigboxretailer","Processed"
"O-NVP1ATD3","merchant__bigboxretailer","Processed"
"O-4CG8MZYU","merchant__clothing","Processed"
"O-937HMU5U","merchant__clothing","Processed"
"O-UG17FMZD","merchant__bigboxretailer","Processed"
"O-DQFR2KRN","merchant__bigboxretailer","In Cart"
"O-GHODJQ4K","merchant__electronics","Canceled"
"O-C436CMJK","merchant__clothing","Processed"
"O-GI5S8K86","merchant__bigboxretailer","Processed"
"O-EFQIO7VI","merchant__bigboxretailer","Processed"
"O-Y8O4AID5","merchant__clothing","Canceled"
"O-15I427F4","merchant__bigboxretailer","Processed"
"O-CI356SBP","merchant__clothing","Processed"
"O-QFMZQL9Z","merchant__clothing","Processed"
"O-CUMJTZX4","merchant__electronics","Processed"
"O-WUA3AVZ8","merchant__bigboxretailer","Processed"
"O-K6BOA61R","merchant__clothing","Canceled"
"O-KQEYLBZN","merchant__clothing","Processed"
"O-P8UDTVIY","merchant__bigboxretailer","Processed"
"O-81L7B80X","merchant__bigboxretailer","Processed"
"O-JGB1Y4QX","merchant__clothing","Processed"
"O-UA7SBB1A","merchant__electronics","In Cart"
"O-NLQX05ZQ","merchant__bigboxretailer","Processed"
"O-V5TYB5YC","merchant__bigboxretailer","Processed"
"O-OVD2OWQU","merchant__clothing","Processed"
"O-UPJCP2HJ","merchant__electronics","Processed"
"O-5RHNNZH8","merchant__electronics","Processed"
"O-LN5JVH1H","merchant__electronics","Processed"
"O-AAA3GK57","merchant__electronics","Processed"
"O-DP7M67IX","merchant__bigboxretailer","Processed"
"O-BUFC6VTW","merchant__clothing","Processed"
"O-PTMWZI15","merchant__bigboxretailer","In Cart"
"O-TEGLLPCY","merchant__electronics","Processed"
"O-ZXKVEG71","merchant__bigboxretailer","Processed"
"O-Y53NWGTA","merchant__bigboxretailer","Processed"
"O-7ER32Q99","merchant__clothing","Processed"
"O-QP0I1EJS","merchant__bigboxretailer","Canceled"
"O-HGMSETQ6","merchant__clothing","Processed"
"O-CZZIFBIT","merchant__bigboxretailer","Processed"
"O-XAAGB2YR","merchant__bigboxretailer","Processed"
"O-J94Z0GDG","merchant__electronics","Canceled"
"O-VTCB3O51","merchant__bigboxretailer","Processed"
"O-H2SBI58L","merchant__electronics","Processed"
"O-DAWHZ678","merchant__clothing","Processed"
"O-50NK89EM","merchant__bigboxretailer","Processed"
"O-BGKLDAH3","merchant__bigboxretailer","Processed"
"O-I7G67E4U","merchant__bigboxretailer","Processed"
"O-PPV1FH68","merchant__electronics","Processed"
"O-NX9UOFQX","merchant__electronics","Processed"
"O-TDNV4ITR","merchant__bigboxretailer","Processed"
"O-2A7HIKJY","merchant__bigboxretailer","Processed"
"O-K71AG3OP","merchant__electronics","Processed"
"O-NCJ2ATKO","merchant__clothing","Processed"
"O-0KRHACI0","merchant__bigboxretailer","Processed"
"O-ZBKLCYVK","merchant__electronics","Canceled"
"O-LQ0311DF","merchant__clothing","In Cart"
"O-CJVWBTIK","merchant__clothing","Processed"
"O-H9R0GLPL","merchant__electronics","Processed"
"O-QBHM2E6D","merchant__bigboxretailer","Processed"
"O-PQ1HHRKJ","merchant__bigboxretailer","Processed"
"O-OUUKZCTZ","merchant__electronics","Processed"
"O-EMXM6997","merchant__bigboxretailer","Processed"
"O-WBNQGYL1","merchant__bigboxretailer","Processed"
"O-GZNRT5DW","merchant__clothing","Processed"
"O-BSDU8UOZ","merchant__bigboxretailer","Processed"
"O-JMOG4AQJ","merchant__bigboxretailer","Processed"
"O-FGTEWR35","merchant__clothing","Processed"
"O-2BYDFKBZ","merchant__electronics","Processed"
"O-T4VI60SU","merchant__electronics","In Cart"
"O-C4EE964J","merchant__bigboxretailer","Processed"
"O-1QBI22W1","merchant__bigboxretailer","Processed"
"O-C9ONKD9E","merchant__bigboxretailer","Processed"
"O-AIM2AI9J","merchant__electronics","Processed"
"O-0BVLY7GN","merchant__bigboxretailer","Processed"
"O-6QMGAQ4G","merchant__electronics","Processed"
"O-HDHRRGPX","merchant__bigboxretailer","Processed"
"O-ZTIHIW92","merchant__electronics","Processed"
"O-2MYPH08V","merchant__electronics","Processed"
"O-UGXRO53J","merchant__bigboxretailer","Processed"
"O-GTHRV9AO","merchant__bigboxretailer","Processed"
"O-Y5I1T8PA","merchant__bigboxretailer","Processed"
"O-7CBHP8Y0","merchant__electronics","Processed"
"O-SXS58L3L","merchant__electronics","Processed"
"O-GQEQMMHG","merchant__bigboxretailer","Processed"
"O-C84E6Z8I","merchant__clothing","Processed"
"O-N3ARVK56","merchant__electronics","Processed"
"O-DEKMKCLZ","merchant__electronics","Processed"
"O-MSGK0RLE","merchant__clothing","Processed"
"O-O439AC9O","merchant__bigboxretailer","Processed"
"O-9QGILL03","merchant__electronics","Processed"
"O-E618Q1PP","merchant__electronics","Processed"
"O-VCDUKJFU","merchant__bigboxretailer","Processed"
"O-5K5BQETT","merchant__bigboxretailer","Processed"
"O-AZHW3AX7","merchant__bigboxretailer","Processed"
"O-GW4BNZZW","merchant__bigboxretailer","Canceled"
"O-0O3URP36","merchant__electronics","Processed"
"O-TJUY8192","merchant__electronics","Processed"
"O-D6SY39CI","merchant__electronics","Processed"
"O-H44KAWZ0","merchant__bigboxretailer","Processed"
"O-PMW8J1TY","merchant__electronics","Processed"
"O-GTXE6PP4","merchant__bigboxretailer","Processed"
"O-GEDX99GQ","merchant__bigboxretailer","Canceled"
"O-9SLDZ32A","merchant__clothing","Processed"
"O-FVM0KAI7","merchant__clothing","Processed"
"O-ROYR5A0N","merchant__bigboxretailer","Canceled"
"O-VGZ0FNF1","merchant__bigboxretailer","In Cart"
