"RETURN_ID","ORDER__ORDER_ID","PRODUCT__PRODUCT_ID","CUSTOMER__CUSTOMER_ID","RETURN_UNIT_COST","RETURN_UNIT_QUANTITY","WDF__CLIENT_ID","RETURN_UNIT_PAID_AMOUNT","DATE","RETURN_DATE"
"R-HTH6WM03","O-0ADDA28Y","P-YIORMD3E","C-G8RTRE4M","2.07","7","merchant__electronics","2.78","2020-11-10 17-02-11","2020-11-10 17-02-11"
"R-K6CE0IBK","O-G4MXBF12","P-2SD45TWG","C-ZAUTSDDU","69.18","4","merchant__bigboxretailer","657.53","2020-11-10 18-42-23","2020-11-10 18-42-23"
"R-YRKU3MHL","O-ME29K746","P-0PXKVG0N","C-U0JAXHTO","472.66","5","merchant__electronics","535.1","2020-11-10 18-53-36","2020-11-10 18-53-36"
"R-ANKG43TQ","O-7ELSE53U","P-512NIRCS","C-2RJMWIR7","247.34","1","merchant__electronics","366.32","2020-11-10 18-54-06","2020-11-10 18-54-06"
"R-QURMCPAN","O-UE1OKLW2","P-D4UZI0Q6","C-S2URB4M4","116.95","4","merchant__bigboxretailer","484.9","2020-11-10 19-31-42","2020-11-10 19-31-42"
"R-X5OMHR7P","O-07A6KUT2","P-ICT7RI6F","C-XKBPYJLN","181.46","8","merchant__bigboxretailer","358.91999999999996","2020-11-10 22-46-12","2020-11-10 22-46-12"
"R-M5RBB5LX","O-WKWOPGJU","P-CYG3KGYG","C-L79G6REV","153.13","5","merchant__clothing","599.8399999999999","2020-11-11 01-58-23","2020-11-11 01-58-23"
"R-OFUD3MZX","O-HNZ44GQH","P-V8ZAOFH6","C-6W555LCE","46.06","9","merchant__electronics","149.63","2020-11-11 03-39-51","2020-11-11 03-39-51"
"R-1B37Z6LS","O-G1RPT72S","P-T4J5SPDH","C-6MRD1DJ3","45.22","3","merchant__electronics","32.46","2020-11-11 05-35-44","2020-11-11 05-35-44"
"R-KAO2KT5Y","O-JD04BPJO","P-8IVS3X5D","C-XD9W719E","105.39","5","merchant__bigboxretailer","108.80000000000001","2020-11-11 11-33-31","2020-11-11 11-33-31"
"R-KA2M2YGL","O-AW94G72T","P-VIYCFS77","C-J23LB4N0","680.79","4","merchant__clothing","548.21","2020-11-11 14-54-15","2020-11-11 14-54-15"
"R-L4CQL0MF","O-GKYXS4L4","P-7H5D464H","C-NK8A7ZXV","373.35","10","merchant__electronics","620.66","2020-11-11 17-39-41","2020-11-11 17-39-41"
"R-RYFIU2CG","O-RDX90PYF","P-WY5JAPIB","C-86QNVNYX","677.15","9","merchant__electronics","739.8000000000001","2020-11-11 18-24-27","2020-11-11 18-24-27"
"R-GKGCVPB8","O-HPORVR87","P-WQMXKEGP","C-SEM1M5LJ","237.08","9","merchant__bigboxretailer","261.18","2020-11-11 23-33-29","2020-11-11 23-33-29"
"R-0ZL83J47","O-AHJ7GWW4","P-T4J5SPDH","C-P1OGO4GB","76.14","6","merchant__electronics","48.63","2020-11-12 01-06-23","2020-11-12 01-06-23"
"R-VEPJHMR2","O-XOMLEMNN","P-NMXYS1B1","C-ECEAR8LL","187.53","3","merchant__electronics","233.99","2020-11-12 07-00-02","2020-11-12 07-00-02"
"R-6IER1TIX","O-7K9VJP2Q","P-NMXYS1B1","C-P1OGO4GB","13.79","10","merchant__electronics","221.89","2020-11-12 13-42-02","2020-11-12 13-42-02"
"R-FV2RMK18","O-9TABFM3F","P-5XCG0UTE","C-JMG702WT","279.33","9","merchant__bigboxretailer","311.27","2020-11-12 13-56-28","2020-11-12 13-56-28"
"R-IUZL8LPL","O-6MPXDD2F","P-HHU53P7N","C-NK8A7ZXV","450.26","9","merchant__electronics","678.16","2020-11-13 01-14-23","2020-11-13 01-14-23"
"R-MCZGFYC1","O-FM4CI4D5","P-512NIRCS","C-G8RTRE4M","325.04","4","merchant__electronics","274.77000000000004","2020-11-13 06-17-44","2020-11-13 06-17-44"
"R-VIFY8X3D","O-RZAWA13E","P-WY5JAPIB","C-NK8A7ZXV","74.04","8","merchant__electronics","43.42","2020-11-13 17-51-19","2020-11-13 17-51-19"
"R-93NGOISX","O-WKWOPGJU","P-OLW0TSI8","C-L79G6REV","16.38","7","merchant__clothing","410.59000000000003","2020-11-14 23-55-51","2020-11-14 23-55-51"
"R-3H51JDHL","O-U991PVSC","P-8NRIEW0B","C-6XPV5RGS","409.71","7","merchant__clothing","490.11","2020-11-15 07-56-06","2020-11-15 07-56-06"
"R-TQD6TERJ","O-IBGWDR44","P-8NRIEW0B","C-J23LB4N0","421.72","3","merchant__clothing","326.89","2020-11-15 08-13-58","2020-11-15 08-13-58"
"R-QHZ3EVVZ","O-1KHUILCE","P-V8ZAOFH6","C-86QNVNYX","279.38","9","merchant__electronics","672.01","2020-11-15 16-11-29","2020-11-15 16-11-29"
"R-IDD55VLF","O-LQZFGOF8","P-AQO84D48","C-U0JAXHTO","217.99","1","merchant__electronics","425.22999999999996","2020-11-15 18-54-53","2020-11-15 18-54-53"
"R-JSNE6H77","O-DKBDRDXF","P-ICT7RI6F","C-Q1SGVDSW","5.31","9","merchant__bigboxretailer","356.6","2020-11-15 19-23-47","2020-11-15 19-23-47"
"R-TKQ5EKGO","O-AHJ7GWW4","P-512NIRCS","C-P1OGO4GB","61.63","7","merchant__electronics","229.20000000000002","2020-11-16 19-19-41","2020-11-16 19-19-41"
"R-2R63ABNN","O-WXM0IHJY","P-WTY27OZL","C-1ZQ5C2TW","607.48","8","merchant__bigboxretailer","375.0","2020-11-16 21-07-58","2020-11-16 21-07-58"
"R-IM1Z0LZF","O-7DFWF7NX","P-EW3747W1","C-6XPV5RGS","541.08","5","merchant__clothing","471.38","2020-11-17 02-47-41","2020-11-17 02-47-41"
"R-ZFRR4RA6","O-IBGWDR44","P-NKUV88W1","C-J23LB4N0","160.13","9","merchant__clothing","171.6","2020-11-17 14-01-56","2020-11-17 14-01-56"
"R-XXIOL0FJ","O-0VVXIVCA","P-TGYAQJM6","C-93ENXIUE","329.04","2","merchant__clothing","254.32","2020-11-17 19-23-31","2020-11-17 19-23-31"
"R-Z26ZKPQU","O-AZJ1T5Z1","P-64SCMZTI","C-W3G758G1","278.83","7","merchant__electronics","147.48999999999998","2020-11-17 21-26-22","2020-11-17 21-26-22"
"R-50URFFBU","O-Z4HJZN9E","P-HHU53P7N","C-YD8Y8FN3","79.42","7","merchant__electronics","575.1600000000001","2020-11-18 00-10-36","2020-11-18 00-10-36"
"R-284FMF0K","O-OQOSPONN","P-L6YPNB29","C-KOCU7UAJ","232.86","4","merchant__bigboxretailer","859.1400000000001","2020-11-18 03-26-55","2020-11-18 03-26-55"
"R-PH5TCQYM","O-CH5RVZBT","P-94L9CM43","C-U14SCYKV","510.48","2","merchant__electronics","415.11","2020-11-18 04-44-04","2020-11-18 04-44-04"
"R-RJZLVSBA","O-GUFQJ19F","P-7H5D464H","C-U0JAXHTO","55.96","1","merchant__electronics","455.21","2020-11-18 06-03-50","2020-11-18 06-03-50"
"R-FH39UYXN","O-GH2WJFZR","P-YIORMD3E","C-NK8A7ZXV","584.12","1","merchant__electronics","705.8","2020-11-18 07-48-04","2020-11-18 07-48-04"
"R-G4J39D5Q","O-NYY170E2","P-4563KS3N","C-YBBQPIFA","166.87","10","merchant__bigboxretailer","286.49","2020-11-18 08-01-37","2020-11-18 08-01-37"
"R-M536JX6X","O-4XCWXYA3","P-9FWVXP10","C-0E1WV6KP","231.43","2","merchant__bigboxretailer","425.43999999999994","2020-11-18 10-44-48","2020-11-18 10-44-48"
"R-OIRTJGBH","O-AZJ1T5Z1","P-7H5D464H","C-W3G758G1","231.26","2","merchant__electronics","338.33000000000004","2020-11-18 19-48-45","2020-11-18 19-48-45"
"R-TOYE1HIP","O-CH5RVZBT","P-T4J5SPDH","C-U14SCYKV","376.38","9","merchant__electronics","740.81","2020-11-18 20-01-44","2020-11-18 20-01-44"
"R-9P9V7IGD","O-UHM1IYUI","P-BBEXUP0N","C-C01W55TW","492.83","7","merchant__bigboxretailer","500.43000000000006","2020-11-18 22-59-49","2020-11-18 22-59-49"
"R-4DIXRC64","O-DKBDRDXF","P-CHYU4ZJI","C-Q1SGVDSW","446.39","10","merchant__bigboxretailer","981.28","2020-11-19 10-17-58","2020-11-19 10-17-58"
"R-SYQA7WML","O-33804JKT","P-512NIRCS","C-86QNVNYX","74.44","4","merchant__electronics","188.37","2020-11-19 14-42-24","2020-11-19 14-42-24"
"R-SA3G77UZ","O-LDQYO7TQ","P-T4J5SPDH","C-U14SCYKV","198.64","5","merchant__electronics","766.31","2020-11-20 09-04-15","2020-11-20 09-04-15"
"R-X35AUU58","O-AZJ1T5Z1","P-97ETQLGE","C-W3G758G1","33.02","1","merchant__electronics","144.59","2020-11-20 11-10-21","2020-11-20 11-10-21"
"R-T7NT9SWI","O-BRFGVXAF","P-L6YPNB29","C-JMG702WT","200.1","9","merchant__bigboxretailer","212.17000000000002","2020-11-20 15-40-49","2020-11-20 15-40-49"
"R-EY3FKNH4","O-70WSYMII","P-TCM30JSA","C-P1OGO4GB","644.99","10","merchant__electronics","464.55","2020-11-20 22-41-09","2020-11-20 22-41-09"
"R-MTF46ITK","O-LDQYO7TQ","P-BCYDQQFM","C-U14SCYKV","227.48","5","merchant__electronics","321.86","2020-11-21 07-39-55","2020-11-21 07-39-55"
"R-ZCVBQ5BL","O-0VVXIVCA","P-WCE20JTF","C-93ENXIUE","849.62","10","merchant__clothing","538.0699999999999","2020-11-21 09-41-19","2020-11-21 09-41-19"
"R-58TWF7OR","O-9LWSWILX","P-5XCG0UTE","C-L3NYOHW6","312.39","7","merchant__bigboxretailer","679.9000000000001","2020-11-21 09-47-30","2020-11-21 09-47-30"
"R-DPMCSPWR","O-WNEWELGE","P-IPWZHS6N","C-8YVUAEWU","96.96","10","merchant__electronics","330.28000000000003","2020-11-21 18-17-44","2020-11-21 18-17-44"
"R-NN4K200K","O-QUQBA8VO","P-T4J5SPDH","C-EVTVJ2P9","211.3","3","merchant__electronics","228.42","2020-11-21 21-22-40","2020-11-21 21-22-40"
"R-OV3ODLVE","O-NYY170E2","P-5XCG0UTE","C-YBBQPIFA","75.42","4","merchant__bigboxretailer","416.09","2020-11-22 01-11-01","2020-11-22 01-11-01"
"R-ASMF1MOG","O-LDQYO7TQ","P-TCM30JSA","C-U14SCYKV","85.9","6","merchant__electronics","145.91","2020-11-22 22-11-00","2020-11-22 22-11-00"
"R-02TY4R2Y","O-PTH6881L","P-8IYNUHBN","C-8SDND1KW","722.44","3","merchant__electronics","726.96","2020-11-23 23-08-53","2020-11-23 23-08-53"
"R-JAG2BN52","O-OI9G285A","P-LJF6JW34","C-69Q7UMAA","301.32","4","merchant__electronics","319.15000000000003","2020-11-24 07-36-49","2020-11-24 07-36-49"
"R-G9Z2XEH5","O-AOCUCUW6","P-512NIRCS","C-YNHUCY5N","29.95","4","merchant__electronics","45.02","2020-11-24 10-38-57","2020-11-24 10-38-57"
"R-7M49YGWZ","O-16WF7UPT","P-YIORMD3E","C-ZZURYR9D","29.22","1","merchant__electronics","357.38","2020-11-24 13-06-20","2020-11-24 13-06-20"
"R-DYTOL4XJ","O-QUQBA8VO","P-BDUFVBWI","C-EVTVJ2P9","269.0","6","merchant__electronics","283.0","2020-11-24 14-21-20","2020-11-24 14-21-20"
"R-V5ACR7FQ","O-GUFQJ19F","P-T4J5SPDH","C-U0JAXHTO","170.46","10","merchant__electronics","179.46999999999997","2020-11-24 15-31-27","2020-11-24 15-31-27"
"R-LIY6FKTX","O-XWMKCCYC","P-7Y4K14EN","C-8OPF8AXM","27.06","3","merchant__electronics","23.310000000000002","2020-11-24 17-45-56","2020-11-24 17-45-56"
"R-M6G5EMX2","O-GUFQJ19F","P-B15KLNVG","C-U0JAXHTO","543.67","2","merchant__electronics","709.71","2020-11-24 20-34-01","2020-11-24 20-34-01"
"R-JV3N9HCK","O-L2U9DIXT","P-5EY3QHB8","C-3Y4X9LFX","97.47","8","merchant__electronics","873.95","2020-11-25 01-50-02","2020-11-25 01-50-02"
"R-L2YGF6DP","O-INSMIMQ7","P-AQO84D48","C-8OPF8AXM","343.12","1","merchant__electronics","421.15999999999997","2020-11-25 02-56-07","2020-11-25 02-56-07"
"R-P8Y129RS","O-1HT5F6L4","P-T4J5SPDH","C-8HT387FZ","187.94","4","merchant__electronics","714.3299999999999","2020-11-25 09-44-28","2020-11-25 09-44-28"
"R-VVUL5HV8","O-2YLB5U90","P-7USROXUH","C-P1OGO4GB","180.11","7","merchant__electronics","588.3000000000001","2020-11-25 10-00-18","2020-11-25 10-00-18"
"R-4FBI11XP","O-SD1CG72L","P-64SCMZTI","C-P1OGO4GB","10.31","1","merchant__electronics","877.2900000000001","2020-11-25 13-45-15","2020-11-25 13-45-15"
"R-Z7MMZ77T","O-4KHYNVR8","P-IPWZHS6N","C-8YVUAEWU","542.29","9","merchant__electronics","495.74","2020-11-25 22-30-53","2020-11-25 22-30-53"
"R-TBVARX1F","O-OI9G285A","P-64SCMZTI","C-69Q7UMAA","23.41","1","merchant__electronics","18.07","2020-11-26 02-19-20","2020-11-26 02-19-20"
"R-5PAWAZBA","O-85172KU7","P-7H5D464H","C-GB9WAEDL","205.79","5","merchant__electronics","566.85","2020-11-26 16-19-25","2020-11-26 16-19-25"
"R-IJAFUQQW","O-V07PYK1M","P-0PXKVG0N","C-6W1MEPF8","11.89","5","merchant__electronics","141.8","2020-11-26 21-10-40","2020-11-26 21-10-40"
"R-CSPED1IO","O-O2R3NNGE","P-2U6BJ11K","C-ECEAR8LL","794.85","2","merchant__electronics","862.12","2020-11-26 22-18-35","2020-11-26 22-18-35"
"R-3RBOPTV9","O-M82Z73AU","P-TCM30JSA","C-GB9WAEDL","42.39","3","merchant__electronics","52.739999999999995","2020-11-27 07-06-04","2020-11-27 07-06-04"
"R-DT5J4JGZ","O-9UBDZ7VX","P-V31BEYOD","C-ZAUTSDDU","336.71","9","merchant__bigboxretailer","304.84000000000003","2020-11-27 13-58-37","2020-11-27 13-58-37"
"R-KUNBCU0Y","O-V0Y4N2Z7","P-E9X910XO","C-BMVR8L9Y","232.48","9","merchant__clothing","742.07","2020-11-27 20-06-03","2020-11-27 20-06-03"
"R-B2YF300F","O-VR4V7VN6","P-43CS4SF0","C-SP57JFDF","508.49","9","merchant__clothing","696.45","2020-11-27 22-02-33","2020-11-27 22-02-33"
"R-7BKSU69C","O-V07PYK1M","P-NMXYS1B1","C-6W1MEPF8","12.25","7","merchant__electronics","18.340000000000003","2020-11-28 05-01-21","2020-11-28 05-01-21"
"R-3AFOGC2K","O-INSMIMQ7","P-512NIRCS","C-8OPF8AXM","151.19","3","merchant__electronics","582.29","2020-11-28 11-58-25","2020-11-28 11-58-25"
"R-QRDWSL7G","O-9UBDZ7VX","P-GW67493M","C-ZAUTSDDU","123.32","1","merchant__bigboxretailer","685.14","2020-11-29 11-38-57","2020-11-29 11-38-57"
"R-4EJUCC4Y","O-M8TLG87M","P-V31BEYOD","C-XLPHWEHX","70.69","9","merchant__bigboxretailer","528.45","2020-11-29 22-20-22","2020-11-29 22-20-22"
"R-X7W33OQQ","O-KNFPZXG3","P-7H5D464H","C-EVTVJ2P9","7.67","3","merchant__electronics","13.38","2020-11-29 23-37-12","2020-11-29 23-37-12"
"R-DYIDVYIO","O-4KHYNVR8","P-94L9CM43","C-8YVUAEWU","85.44","10","merchant__electronics","798.03","2020-11-30 04-13-19","2020-11-30 04-13-19"
"R-8CSGR5ZA","O-C67PDASH","P-97ETQLGE","C-8YVUAEWU","148.71","2","merchant__electronics","696.83","2020-11-30 09-46-59","2020-11-30 09-46-59"
"R-YGRPKNQ4","O-UID3PIVD","P-52H742IC","C-G8RTRE4M","363.02","7","merchant__electronics","357.5","2020-12-01 02-59-16","2020-12-01 02-59-16"
"R-BN5WT26E","O-VCCMYZ9M","P-64SCMZTI","C-ZNHORZO7","57.75","7","merchant__electronics","103.91","2020-12-01 04-06-27","2020-12-01 04-06-27"
"R-02Z3FOF9","O-62DXC406","P-NMXYS1B1","C-33LX000X","502.38","10","merchant__electronics","432.58000000000004","2020-12-01 07-10-03","2020-12-01 07-10-03"
"R-1X7X8Y5C","O-SXVNZY59","P-V8ZAOFH6","C-TS61L7RZ","135.12","5","merchant__electronics","137.08","2020-12-01 08-15-50","2020-12-01 08-15-50"
"R-O392ITC9","O-KO56X9EL","P-CHYU4ZJI","C-IEVWOAXT","674.56","1","merchant__bigboxretailer","801.54","2020-12-01 09-23-47","2020-12-01 09-23-47"
"R-YAVVINHS","O-993E838K","P-YTLNZJKP","C-XKBPYJLN","206.65","8","merchant__bigboxretailer","518.76","2020-12-01 17-17-55","2020-12-01 17-17-55"
"R-7NKXKL5B","O-GZ0V82HF","P-NMXYS1B1","C-7YLD2M7X","39.98","3","merchant__electronics","95.49","2020-12-01 17-27-24","2020-12-01 17-27-24"
"R-P9PWBV75","O-PAZ4JYQ8","P-T19LH1W3","C-C3X5F9RS","280.57","8","merchant__bigboxretailer","627.46","2020-12-01 18-02-09","2020-12-01 18-02-09"
"R-PMJYY1GE","O-J74HU8LX","P-7USROXUH","C-1GM3ZQ8S","657.28","5","merchant__electronics","795.48","2020-12-02 00-07-07","2020-12-02 00-07-07"
"R-89Y8PDCY","O-7KZU0V2H","P-F91XAKN6","C-6XPV5RGS","62.81","8","merchant__clothing","91.67999999999999","2020-12-02 14-37-16","2020-12-02 14-37-16"
"R-1SVCCXQY","O-JL0BFBYP","P-YTLNZJKP","C-U5N10XZQ","39.94","8","merchant__bigboxretailer","186.26000000000002","2020-12-02 14-46-46","2020-12-02 14-46-46"
"R-VEQLYN2P","O-PWIU5I7P","P-9FWVXP10","C-XD9W719E","453.47","8","merchant__bigboxretailer","850.14","2020-12-02 14-51-14","2020-12-02 14-51-14"
"R-571YM7QT","O-HGV5V3OD","P-512NIRCS","C-YNHUCY5N","649.59","10","merchant__electronics","474.94000000000005","2020-12-02 17-44-33","2020-12-02 17-44-33"
"R-OVO16PZV","O-QQP9X4SG","P-BCYDQQFM","C-TS61L7RZ","343.57","2","merchant__electronics","330.29999999999995","2020-12-02 17-55-06","2020-12-02 17-55-06"
"R-IGO7RGXW","O-PQDEJT7N","P-BCYDQQFM","C-ECEAR8LL","473.64","4","merchant__electronics","316.82","2020-12-02 19-27-04","2020-12-02 19-27-04"
"R-1VOYD10Y","O-K3D80FOC","P-5EY3QHB8","C-YJ96YILP","862.35","1","merchant__electronics","783.4200000000001","2020-12-02 21-38-53","2020-12-02 21-38-53"
"R-1COR54VJ","O-KO56X9EL","P-D4UZI0Q6","C-IEVWOAXT","686.96","5","merchant__bigboxretailer","635.3199999999999","2020-12-03 05-09-45","2020-12-03 05-09-45"
"R-6TWPKN31","O-LB06D5YC","P-0PXKVG0N","C-YO3K8D2X","725.11","2","merchant__electronics","749.49","2020-12-03 06-19-37","2020-12-03 06-19-37"
"R-YQDHD35U","O-6K5SDQGP","P-8IYNUHBN","C-I21OZIAS","391.26","7","merchant__electronics","500.82","2020-12-03 08-58-38","2020-12-03 08-58-38"
"R-2TBAWW9S","O-U3VKSLUG","P-THIK9F1X","C-2VWP20UG","138.57","3","merchant__bigboxretailer","666.37","2020-12-03 11-04-37","2020-12-03 11-04-37"
"R-EBVJ44FL","O-R9FUMB42","P-V8ZAOFH6","C-P1OGO4GB","25.37","4","merchant__electronics","434.91999999999996","2020-12-03 12-02-17","2020-12-03 12-02-17"
"R-2W00E1KY","O-66AXDK6I","P-6KZPGYS2","C-4SUZM9R0","630.29","7","merchant__clothing","728.27","2020-12-03 13-27-50","2020-12-03 13-27-50"
"R-E73YHA96","O-M8TLG87M","P-EYKEOJCJ","C-XLPHWEHX","39.16","4","merchant__bigboxretailer","44.39","2020-12-03 23-21-12","2020-12-03 23-21-12"
"R-EXSIAA5P","O-O2R3NNGE","P-LJF6JW34","C-ECEAR8LL","604.92","9","merchant__electronics","603.12","2020-12-04 02-03-02","2020-12-04 02-03-02"
"R-GGPV7KFK","O-SKBYLLYG","P-XAYNR0T6","C-YDLKPDTD","150.29","7","merchant__bigboxretailer","406.10999999999996","2020-12-04 10-45-16","2020-12-04 10-45-16"
"R-W0RIL4QQ","O-BCVBSSHP","P-B15KLNVG","C-I21OZIAS","2.01","6","merchant__electronics","1.0699999999999998","2020-12-04 12-29-08","2020-12-04 12-29-08"
"R-GOGJ402E","O-X0DT9CUJ","P-5EY3QHB8","C-U0JAXHTO","4.37","9","merchant__electronics","7.800000000000001","2020-12-04 17-06-06","2020-12-04 17-06-06"
"R-WHW7OULT","O-MLJW4HC2","P-IPWZHS6N","C-2RJMWIR7","596.67","4","merchant__electronics","489.62","2020-12-04 18-10-43","2020-12-04 18-10-43"
"R-RD90M3KR","O-6I4VSH8C","P-ICT7RI6F","C-0E1WV6KP","212.07","3","merchant__bigboxretailer","651.1","2020-12-05 09-27-15","2020-12-05 09-27-15"
"R-SCKSRNVU","O-KNFPZXG3","P-8IYNUHBN","C-EVTVJ2P9","15.46","10","merchant__electronics","80.14999999999998","2020-12-05 09-47-19","2020-12-05 09-47-19"
"R-SF64XHCL","O-I3BM20GE","P-52H742IC","C-33LX000X","866.38","8","merchant__electronics","940.91","2020-12-05 11-23-26","2020-12-05 11-23-26"
"R-UXQRVZ03","O-CMRWMNQO","P-2SD45TWG","C-I5AAH6UJ","111.34","10","merchant__bigboxretailer","369.1","2020-12-05 14-23-43","2020-12-05 14-23-43"
"R-S8JQD5FE","O-R9FUMB42","P-97ETQLGE","C-P1OGO4GB","442.08","6","merchant__electronics","327.76000000000005","2020-12-05 18-31-01","2020-12-05 18-31-01"
"R-SNETD9NP","O-55MMJ8EM","P-3MTZNZZQ","C-L3NYOHW6","356.47","2","merchant__bigboxretailer","829.58","2020-12-06 00-28-10","2020-12-06 00-28-10"
"R-L7HIKSI7","O-GIML0HRQ","P-8IYNUHBN","C-XI19WO64","15.46","3","merchant__electronics","162.07999999999998","2020-12-06 03-03-52","2020-12-06 03-03-52"
"R-BKV008WC","O-1KHNOHJH","P-WY5JAPIB","C-NE97N5QM","14.56","10","merchant__electronics","612.02","2020-12-06 09-14-08","2020-12-06 09-14-08"
"R-0ICUSV9O","O-J74HU8LX","P-TCM30JSA","C-1GM3ZQ8S","236.64","2","merchant__electronics","361.84000000000003","2020-12-06 11-20-48","2020-12-06 11-20-48"
"R-ZW0BOXM8","O-PAZ4JYQ8","P-C09JGU3F","C-C3X5F9RS","682.54","2","merchant__bigboxretailer","610.7900000000001","2020-12-06 14-29-26","2020-12-06 14-29-26"
"R-P2OEC9KY","O-NFVOIJI9","P-BDUFVBWI","C-5GCM314F","78.95","3","merchant__electronics","110.67999999999999","2020-12-06 17-22-33","2020-12-06 17-22-33"
"R-VMOHCCIF","O-L9YSGCGI","P-FZ66BFMY","C-ZAUTSDDU","17.45","3","merchant__bigboxretailer","391.97","2020-12-06 21-24-43","2020-12-06 21-24-43"
"R-G09FHR70","O-YZX9UHKT","P-YTLNZJKP","C-C7QZ8M5Q","18.71","1","merchant__bigboxretailer","475.34","2020-12-07 04-19-43","2020-12-07 04-19-43"
"R-YRXHX9MK","O-6I4VSH8C","P-JJCPYV91","C-0E1WV6KP","225.14","4","merchant__bigboxretailer","177.86","2020-12-07 07-15-43","2020-12-07 07-15-43"
"R-P4DLL5ET","O-35RGN16N","P-7Y4K14EN","C-33LX000X","33.64","6","merchant__electronics","67.07000000000001","2020-12-07 07-36-26","2020-12-07 07-36-26"
"R-ORWUU2HN","O-6I4VSH8C","P-WTY27OZL","C-0E1WV6KP","905.34","3","merchant__bigboxretailer","529.05","2020-12-07 10-38-48","2020-12-07 10-38-48"
"R-TKONI9QQ","O-CKPX11G0","P-B15KLNVG","C-RNT0YTXI","6.51","10","merchant__electronics","347.84999999999997","2020-12-07 15-17-46","2020-12-07 15-17-46"
"R-16LEBG9Y","O-JL5P9IP9","P-L6YPNB29","C-6MAGN3TU","703.36","5","merchant__bigboxretailer","720.75","2020-12-07 15-41-31","2020-12-07 15-41-31"
"R-VNM7TX0M","O-KO56X9EL","P-XAYNR0T6","C-IEVWOAXT","19.94","6","merchant__bigboxretailer","153.16000000000003","2020-12-07 20-25-15","2020-12-07 20-25-15"
"R-UUNIR0ZU","O-I3BM20GE","P-W0J8NFFN","C-33LX000X","255.91","7","merchant__electronics","233.03","2020-12-07 21-19-12","2020-12-07 21-19-12"
"R-W8PJR6JO","O-CMRWMNQO","P-CHYU4ZJI","C-I5AAH6UJ","163.65","8","merchant__bigboxretailer","273.26","2020-12-07 22-19-24","2020-12-07 22-19-24"
